,,,,,18-06-2026 18:44:43,,,,,,,,,
,,,PREFEITURA MUNICIPAL DE CORONEL FABRICIANO,,,,,,,,,,,
,,,ESTADO DE MINAS GERAIS,,,,,,,,,,,
,,,Contratos,,,,,,,,,,,
,,,,,,,,,,,,,,
Contrato,Vigência,,,Fornecedor,,Modalidade,,,,,Valor Inicial,Objeto,,
256/2025,10/12/2026,AVIVE GESTAO DE SERVICOS MEDICOS LTDA. [33.458.003,09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,,,Página: 18 de, 36
Contrato,Vigência,Fornecedor,Modalidade,,,,,Valor Inicial,Objeto,,
,,,,,,Processo,,,,,
,,,,,,,,,Vinculados de Impostos.,,
255/2025,05/12/2026,POP LEKO ORGANIZAÇÃO DE FESTAS LTDA [04.016.360,28 - PREGÃO ELETRÔNICO - ADESÃO A REG DE PREÇOS,,367/2025,,"1055943,00",,CONTRATO DE PRESTAÇÃO DE SERVIÇOS,,
254/2025,28/11/2026,UNIMAG DIAGNOSTICO POR IMAGEM LTDA [23.018.851/0007-,09 - INEXIGIBILIDADE,,241/2025,,"499553,90",,"Credenciamento de empresas para realização dos procedimentos com finalidade diagnóstica nas seguintes áreas: métodos diagnósticos em cardiologia, diagnóstico por procedimentos endoscópicos, de forma continuada e complementar ao Sistema Único de Saúde de Coronel Fabriciano, de acordo com a nomenclatura da “Tabela diferenciada de valores aprovadas pelo Conselho Municipal de Saúde”, conforme a Resolução CMS 036, de 04 de abril de 2019, e atualização constante da Resolução CMS 014, de 21 de julho de 2025, constantes nos Planos Operativos do anexo I do presente instrumento, para atender às demandas da Secretaria de Governança da Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal.",,
253/2025,19/11/2026,GMP SERVICOS MEDICOS LTDA [62.979.426/0001-96],25 - CREDENCIAMENTO,,209/2023,,"72000,00",,"credenciamento de pessoa jurídica, que aceitem as exigências estabelecidas pelas normas do SUS e do direito administrativo, para fornecer serviços de consultas médicas no território de Coronel Fabriciano, em conformidade com a ""Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema de Único de Saúde - SUS"", tendo como fonte de receita, Recursos não Vinculados de Impostos e Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal e Estadual.",,
252/2025,24/11/2026,LINEHOSP MEDICAL COMERCIO DE PRODUTOS ,31 - PREGÃO ELETRÔNICO REGISTRO DE PREÇO,,266/2024,,"8380740,79",,"Futura e eventual aquisição de materiais médico-hospitalar, bens duráveis e saneantes, objeto detalhado no BANCO DE PREÇOS DESENVOLVIDO PELO TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS (TCE/MG), aplicando-se o maior desconto percentual, com base na mediana dos preços, para atender aos Departamentos da Secretaria de Governança da Saúde do Município de Coronel Fabriciano/MG, tendo como fonte de receitas, Transferência Fundo a Fundo de Recursos do SUS, Provenientes do Governo Federal e Estadual",,
251/2025,15/06/2026,ANDRADE ENGENHARIA LTDA [22.620.885/0001-64],04 - CONCORRÊNCIA,,249/2025,,"1431665,00",,"Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviço de execução de sistema de drenagem pluvial, para prevenção de deslizamento de encostas na Rua Padre Américo, Bairro Manoel Maia, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos não Vinculados de Impostos.

",,
250/2025,13/11/2026,XMED SAUDE PRODUTOS MEDICO-HOSPITALARES LTDA ,30 - PREGÃO ELETRÔNICO,,265/2025,,"132558,96",,"Contratação de empresa, para Locação de Conjunto Completo de Craniótomo, com fornecimento de todos os acessórios necessários ao seu pleno funcionamento (motor, trépano maestro, console, core, adaptadores, cabos, pedal, etc.) e suporte técnico, durante todo o período contratual, para assistência contínua e ininterrupta aos pacientes assistidos pelo Hospital Doutor José Maria Morais, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual.",,
249/2025,07/11/2026,HJC SERVICOS MEDICOS LTDA [46.208.165/0001-54],09 - INEXIGIBILIDADE,,182/2025,,"231000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1  - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS 009/2025,tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos.

",,
248/2025,07/11/2026,B & R SERVICOS MEDICOS LTDA [24.378.243/0001-26],09 - INEXIGIBILIDADE,,182/2025,,"132000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1  - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,,,Página: 19 de, 36
Contrato,Vigência,Fornecedor,Modalidade,,,,,Valor Inicial,Objeto,,
,,,,,,Processo,,,,,
,,,,,,,,,"Resolução CMS 009/2025,tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos.

",,
247/2025,07/11/2026,MAURO HENRIQUE SOUSA SOARES LTDA. [38.636.848/0001-,09 - INEXIGIBILIDADE,,182/2025,,"330000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1  - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS 009/2025,tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos.

",,
246/2025,07/11/2026,NUCLEO MEDICO EGS LTDA [52.988.398/0001-10],09 - INEXIGIBILIDADE,,241/2025,,"224673,90",,"Credenciamento de empresas para realização dos procedimentos com finalidade diagnóstica nas seguintes áreas: métodos diagnósticos em cardiologia, diagnóstico por procedimentos endoscópicos, de forma continuada e complementar ao Sistema Único de Saúde de Coronel Fabriciano, de acordo com a nomenclatura da “Tabela diferenciada de valores aprovadas pelo Conselho Municipal de Saúde”, conforme a Resolução CMS 036, de 04 de abril de 2019, e atualização constante da Resolução CMS 014, de 21 de julho de 2025, constantes nos Planos Operativos do anexo I do presente instrumento, para atender às demandas da Secretaria de Governança da Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal.",,
245/2025,04/11/2026,CLIMAFRIO SOLUCOES EM CLIMATIZACAO LTDA [23.864.608,31 - PREGÃO ELETRÔNICO REGISTRO DE PREÇO,,178/2025,,"3880000,00",,"Registro de Preço para futura e eventual contratação de serviços de prestação de serviços de instalação, desinstalação e manutenção corretiva/preventiva de condicionadores e cortina de ar, purificadores de água, filtros, bebedouros, freezers, frigobares e geladeiras, incluindo o fornecimento de peças, materiais e insumos, para atender às demandas da Secretarias de Governança da Prefeitura Municipal de Coronel Fabriciano/MG, tendo como fonte de receitas: Recursos Não Vinculados de Impostos, Transferência de Recursos do Fundo Nacional de Assistência Social – FNAS, Transferência Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Transferência Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual, Transferência do FUNDEB - Impostos e Transferências de Impostos.",,
244/2025,06/11/2026,SILPI SISTEMAS HUMANIZADOS LTDA [35.117.311/0001-10],05 - DISPENSA DE LICITAÇÃO,,267/2025,,"3238,80",,"Contratação de empresa, para fornecimento de Software de Gestão, para otimizar e apoiar as demandas administrativas e operacionais do Serviço de Acolhimento Institucional para Pessoas Idosas, o sistema deverá incluir módulos de gestão de dados, acompanhamento de atendimentos, monitoramento de vagas, controle de prontuários e relatórios gerenciais, em atendimento à Secretaria de Governança de Assistência Social, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
243/2025,03/11/2026,IMOBILIARIA DAMASCENO E COTA LTDA [31.479.820/0001-31],09 - INEXIGIBILIDADE,,308/2025,,"26400,00",,"Contratação da IMOBILIARIA DAMASCENO E COTA LTDA, para  locação de imóvel localizado na Avenida Pedro Nolasco nº 506 e Rua Rubens Siqueira Maia nº 505, Bairro Centro, Coronel Fabriciano/MG, para funcionamento do Cartório Eleitoral, em atendimento à Secretaria de Governança de Gestão e Transparência, ao valor global de R$ 26.400,00 (vinte e seis mil e quatrocentos reais), para o período de 12 (doze) meses, tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso V, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
242/2025,04/11/2026,AZIZ SISTEMAS DE SEGURANÇA LTDA [07.301.055/0001-80],30 - PREGÃO ELETRÔNICO,,46/2025,,"2288999,95",,"Contratação de empresa, para a prestação dos serviços de monitoramento eletrônico de alarme e de circuito fechado de televisão CFTV, 24 horas e sete dias por semana, através de redes de longa distância (por meio de internet, GPRS e Rádio comunicador alarme). Incluindo a aquisição, prestação de serviço de instalação e locação de equipamentos de alarme e CFTV. Assistência técnica, manutenção preventiva e corretiva dos equipamentos, em atendimento as SECRETARIA DE GOVERNANÇA DE ASSISTÊNCIA SOCIAL, SECRETARIA DE GOVERNANÇA ESTRATÉGICA DA QUALIDADE, SECRETARIA DE GOVERNANÇA EDUCACIONAL E ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,,,Página: 20 de, 36
Contrato,Vigência,Fornecedor,Modalidade,,,,,Valor Inicial,Objeto,,
,,,,,,Processo,,,,,
,,,,,,,,,"CULTURA, SECRETARIA DE GOVERNANÇA DE GESTÃO E TRANSPARÊNCIA, SECRETARIA DE GOVERNANÇA DA SAÚDE, SECRETARIA DE GOVERNANÇA DE OBRAS E SERVIÇOS URBANOS, SECRETARIA DE GOVERNANÇA DE PLANEJAMENTO, MEIO AMBIENTE E HABITAÇÃO, tendo como fonte receita: Recursos não Vinculados de Impostos; Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal e Transferências Fundo a Fundo de Recursos do SU",,
241/2025,31/10/2026,SOFTPLAN PLANEJAMENTO E SISTEMAS S/A [82.845.322,09 - INEXIGIBILIDADE,,311/2025,,"259690,96",,"Contratação da empresa SOFTPLAN PLANEJAMENTO E SISTEMAS S/A, para disponibilização de licença de uso mensal da solução integrada de gestão de processos judiciais eletrônicos para Procuradorias, SAJ PROCURADORIAS, para a informatização da Procuradoria Geral do Município de Coronel Fabriciano/MG, contemplando os âmbitos da execução fiscal, contencioso judicial consultivo e do apoio à gestão (SAJ Insights Lite), integrados ao sistema de dívida ativa do Município, Sistema de Recorte de Publicações e Tribunal de Justiça do Estado de Minas Gerais – PJE de Primeiro Grau (MNI), em atendimento à Secretaria de Governança Jurídica, para o período de 12 (doze) meses, no valor global de R$ 259.690,96 (duzentos e cinquenta e nove mil, seiscentos e noventa reais e noventa e seis centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos,  nos termos do art. 74 inciso I, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
240/2025,20/10/2026,KTREE PENSO TECNOLOGIA DA INFORMACAO LTDA. ,30 - PREGÃO ELETRÔNICO,,235/2025,,"46500,00",,"Contratação de empresa, para prestação de serviço de Correio Eletrônico Corporativo (serviço de e-mail), em ambiente de nuvem, na modalidade SaaS (software como um serviço) em servidor dedicado, incluindo instalação e configuração da aplicação, migração das contas atuais, serviços de backup, fornecimento de ferramentas de AntiSpam, Antiphishing, Antivírus, Controle e Auditoria de e-mail, serviços de manutenção e suporte técnico, além de garantia de atualização de versões e serviço de hospedagem de dados em nuvem, para atendimento a todos os departamentos da Prefeitura Municipal de Coronel Fabriciano, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
239/2025,21/04/2026,NHL CONSTRUTORA LTDA [29.499.341/0001-35],04 - CONCORRÊNCIA,,254/2025,,"223384,56",,"Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para execução de reforma da Praça São Francisco de Assis, no Bairro Melo Viana, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Transferência da União Referente à Compensação Financeira de Recursos Minerais. ",,
238/2025,17/10/2026,"COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO ",25 - CREDENCIAMENTO,,118/2024,,"200000,00",,"Credenciamento de instituições financeiras, que tenham interesse em prestar serviços bancários de recebimento de valores oriundos de tributos municipais, e seus respectivos repasses de acordo com valores das notificações lançados em bloquetos, não compensáveis e emitidos pelo Município de Coronel Fabriciano, com código de barras padrão FEBRABAN, por intermédio de suas agencias, com prestação de contas por meio eletrônico dos valores arrecadados, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
237/2025,16/10/2026,ALLIANCE PRODUCAO E ESTRUTURAS PARA EVENTOS ,28 - PREGÃO ELETRÔNICO - ADESÃO A REG DE PREÇOS,,263/2025,,"2712666,46",,"LOCAÇÃO DE ESTRUTURA EM EVENTOS (SOM, PALCO, ILUMINAÇÃO E BANHEIROS QUIMICOS, CAMARIM, GRADIL, GRUPO GERADOR, SEGURANÇA DESARMADA, BARRACAS, BRIGADISTAS, TENDAS E OUTROS)",,
235/2025,14/12/2025,FAMA EVENTOS LTDA [55.912.673/0001-00],09 - INEXIGIBILIDADE,,298/2025,,"25000,00",,"Contratação da empresa FAMA EVENTOS LTDA, representante da Banda M.JACK, para apresentação de show musical no dia 19 de outubro de 2025, no Festival Gastronômico, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 25.000,00 (vinte e cinco mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
234/2025,14/12/2025,27912547 LUIZ CARLOS DO AMARAL JUNIOR [27.912.547,09 - INEXIGIBILIDADE,,299/2025,,"8000,00",,"Contratação da empresa LUIZ CARLOS DO AMARAL 06462116684, representante da Banda SAVASSY, para apresentação de show musical no dia 19 de outubro de 2025, no Festival Gastronômico, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 8.000,00 (oito mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
233/2025,13/12/2025,SAMMA DISTRIBUIDORA E TECNOLOGIA LTDA [03.284.853,09 - INEXIGIBILIDADE,,296/2025,,"14000,00",,"Contratação da empresa SAMMA DISTRIBUIDORA E TECNOLOGIA LTDA, representante da Banda OFFICIAL 80, para apresentação de show musical ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,,,Página: 21 de, 36
Contrato,Vigência,Fornecedor,Modalidade,,,,,Valor Inicial,Objeto,,
,,,,,,Processo,,,,,
,,,,,,,,,"no dia 18 de outubro de 2025, no Festival Gastronômico, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 14.000,00 (quatorze mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
232/2025,13/12/2025,52.629.550 JULIO CORREA TEIXEIRA [52.629.550/0001-78],09 - INEXIGIBILIDADE,,297/2025,,"8000,00",,"Contratação da empresa JULIO CORREA TEIXEIRA, representante da Banda CUMPADRE NESTOR, para apresentação de show musical no dia 19 de outubro de 2025, no Festival Gastronômico, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 8.000,00 (oito mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos,  nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
231/2025,09/12/2025,LEONI PRODUCOES E EDICOES MUSICAIS LTDA [29.417.235,09 - INEXIGIBILIDADE,,295/2025,,"105000,00",,"Contratação da empresa LEONI PRODUÇÕES E EDIÇÕES MUSICAIS LTDA, representante exclusiva do cantor LEONI, para apresentação de show musical no dia 18 de outubro de 2025, no Festival Gastronômico, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 105.000,00 (cento e cinco mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
230/2025,10/10/2026,TECNOCRYO GASES LTDA [05.198.469/0001-09],31 - PREGÃO ELETRÔNICO REGISTRO DE PREÇO,,124/2024,,"867971,91",,"Registro de Preços para futura e eventual contratação de empresa para fornecimento de oxigênio e gases medicinais com instalação e manutenção preventiva e corretiva do tanque criogênico e instalação de central reserva de oxigênio com comodato de cilindros, conforme quantidades e especificações  em cada item, estando os produtos em conformidade com as normas técnicas e recomendações da ABNT, do Ministério da Saúde a da Agência Nacional de Vigilância Sanitária (ANVISA), em atendimento as necessidades do Hospital Dr. José Maria Morais, UPA 24 Horas – Dr. Walter Winter Maia e CEM – Centro de Especialidades Médicas, tendo como fonte de receitas: Transferência Fundo de Recursos do SUS Provenientes do Governo Estadual.",,
229/2025,13/10/2026,LOCTOY VENDA E LOCACAO DE BRINQUEDOS LTDA ,05 - DISPENSA DE LICITAÇÃO,,184/2025,,"20400,00",,"Registro de Preço, para futura e eventual contratação de empresa, para prestação de serviços de Locação de Carrinhos de Pipoca e Algodão Doce, que serão utilizados em eventos realizados pela Secretaria de Governança de Assistência Social, tendo como fonte de receitas, Recursos não Vinculados de Impostos e Outros Recursos não Vinculados.",,
228/2025,08/04/2026,PREDILETA CONSTRUCOES E SERVICOS LTDA. [41.393.684,04 - CONCORRÊNCIA,,253/2025,,"341382,38",,"Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para execução de pavimentação nas Ruas Ana Moura, Guarujá e Santo Antônio, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Transferência Especial da União.",,
227/2025,08/10/2026,ANDRADE E FORTES ANGIOHEALTH LTDA [26.775.950/0001-,09 - INEXIGIBILIDADE,,182/2025,,"99000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1  - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS 009/2025,tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos.

",,
226/2025,07/10/2026,PANTANAL GESTAO E TECNOLOGIA LTDA [18.009.871/0001-,30 - PREGÃO ELETRÔNICO,,207/2025,,"14898928,00",,"Contratação de empresa para prestação de Serviço de Sistema de Gestão Administrativa Informatizada para gerenciamento, orçamentação e intermediação para a locação de veículos, máquinas e equipamentos, através de redes de estabelecimentos credenciados pela contratada, para atender as demandas da Prefeitura Municipal de Coronel Fabriciano/MG, tendo como fonte de receita: Recursos não Vinculados de Impostos; Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Transferência de Recursos do Fundo Nacional de Assistência Social.

",,
Exercício: 2026,,,,República Federativa do Brasil,,,,,,Página: 22 de, 36
Contrato,Vigência,Fornecedor,Modalidade,,,,,Valor Inicial,Objeto,,
,,,,,,Processo,,,,,
225/2025,09/10/2026,JOSE NEYMAR MENDES GONCALVES 06525136628 ,30 - PREGÃO ELETRÔNICO,,151/2025,,"14760,00",,"Aquisição de equipamentos de informática, microfone e televisão, para melhoria no atendimento do Centro de Especialidades Médicas (CEM), em atendimento à Secretaria de Governança de Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual. ",,
223/2025,09/10/2026,ADVANCE LOC LTDA [39.895.975/0001-60],30 - PREGÃO ELETRÔNICO,,151/2025,,"150980,00",,"Aquisição de equipamentos de informática, microfone e televisão, para melhoria no atendimento do Centro de Especialidades Médicas (CEM), em atendimento à Secretaria de Governança de Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual. ",,
222/2025,08/07/2026,MATOS E MENEZES DIAGNOSTICO POR IMAGEM LTDA ,05 - DISPENSA DE LICITAÇÃO,,268/2025,,"1028100,00",,"Contratação da empresa MATOS E MENEZES DIAGNÓSTICO POR IMAGEM LTDA, para realização de exames de imagem de Tomografia, Radiografia e Ultrassonografia, com fornecimento de resultado digital, para atender as demandas do Hospital Doutor José Maria Morais, para um período de 09 (nove) meses, ao valor global de R$ 1.028.100,00 (um milhão, vinte e oito mil e cem reais), sendo feita reserva orçamentária no valor de R$ 500.000,00 (quinhentos mil reais), para acobertar as despesas até 31/12/2025, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual,  nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores. ",,
221/2025,07/01/2026,COMERCIAL USUAL LTDA [14.050.075/0001-91],05 - DISPENSA DE LICITAÇÃO,,255/2025,,"4347,00",,"Aquisição de carro para material de limpeza e carro de transporte de resíduos, destinados ao fortalecimento da infraestrutura de apoio e das condições de higiene e biossegurança do Centro de Atenção Ambulatorial Especializado (CAAE), em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita, Outros Recursos Não Vinculados e Transferência de Recursos dos Fundos Estaduais de Assistência Social.",,
220/2025,01/10/2026,MEDCOMMED LTDA [62.142.445/0001-63],25 - CREDENCIAMENTO,,209/2023,,"72000,00",,"credenciamento de pessoa jurídica, que aceitem as exigências estabelecidas pelas normas do SUS e do direito administrativo, para fornecer serviços de consultas médicas no território de Coronel Fabriciano, em conformidade com a ""Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema de Único de Saúde - SUS"", tendo como fonte de receita, Recursos não Vinculados de Impostos e Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal e Estadual.",,
219/2025,01/10/2026,MARIA EDUARDA GOMES ELIAS LTDA [61.527.714/0001-47],25 - CREDENCIAMENTO,,209/2023,,"72000,00",,"credenciamento de pessoa jurídica, que aceitem as exigências estabelecidas pelas normas do SUS e do direito administrativo, para fornecer serviços de consultas médicas no território de Coronel Fabriciano, em conformidade com a ""Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema de Único de Saúde - SUS"", tendo como fonte de receita, Recursos não Vinculados de Impostos e Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal e Estadual.",,
218/2025,01/10/2026,INSTITUTO MEDICO JAR LTDA [62.062.204/0001-04],25 - CREDENCIAMENTO,,209/2023,,"72000,00",,"credenciamento de pessoa jurídica, que aceitem as exigências estabelecidas pelas normas do SUS e do direito administrativo, para fornecer serviços de consultas médicas no território de Coronel Fabriciano, em conformidade com a ""Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema de Único de Saúde - SUS"", tendo como fonte de receita, Recursos não Vinculados de Impostos e Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal e Estadual.",,
217/2025,01/10/2026,CLINICA JLMR [13.181.253/0001-50],09 - INEXIGIBILIDADE,,182/2025,,"66000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1  - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS 009/2025,tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos.

",,
216/2025,01/10/2026,CLINICA MEDICA MARTINS LTDA [23.945.661/0001-95],09 - INEXIGIBILIDADE,,182/2025,,"66000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1  - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS 009/2025,tendo como fonte de receita, Transferências ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,,,Página: 23 de, 36
Contrato,Vigência,Fornecedor,Modalidade,,,,,Valor Inicial,Objeto,,
,,,,,,Processo,,,,,
,,,,,,,,,"Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos.

",,
214/2025,02/10/2026,ANDRADE ENGENHARIA LTDA [22.620.885/0001-64],04 - CONCORRÊNCIA,,189/2025,,"8020000,00",,"Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviços, para execução e manutenção de serviços de drenagem, com suas respectivas atividades correlatas e necessárias, para as redes pluviais novas e/ou existentes em todo o território do Município de Coronel Fabriciano, em atendimento à Secretaria de Governança de Obras e Serviços Urbanos, tendo como fonte de receita, Recursos não Vinculados de Impostos e Recursos Vinculados a Fundos.",,
213/2025,06/04/2026,AMENA CLIMATIZAÃ§Ã£O LTDA [46.368.367/0001-63],05 - DISPENSA DE LICITAÇÃO,,26/2025,,"16836,00",,"Aquisição de materiais e equipamentos para atender ao CMEI “Crescer e Ser”, em atendimento a Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Transferência Especial dos Estados.",,
212/2025,06/04/2026,NATHALIA CRISTINA DAMASCENO COSTA 09398268604 ,05 - DISPENSA DE LICITAÇÃO,,26/2025,,"940,00",,"Aquisição de materiais e equipamentos para atender ao CMEI “Crescer e Ser”, em atendimento a Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Transferência Especial dos Estados.",,
211/2025,28/09/2026,RIBEIRO ALVIM ENGENHARIA LTDA [18.137.190/0001-59],04 - CONCORRÊNCIA,,217/2025,,"8530895,72",,"Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para execução de serviços de manutenção das unidades educacionais, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Transferências do FUNDEB – Impostos e Transferências de Impostos e Recursos não Vinculados de Impostos.",,
