,,,,,18-06-2026 18:44:43,,,,,,,,,
,,,PREFEITURA MUNICIPAL DE CORONEL FABRICIANO,,,,,,,,,,,
,,,ESTADO DE MINAS GERAIS,,,,,,,,,,,
,,,Contratos,,,,,,,,,,,
,,,,,,,,,,,,,,
Contrato,Vigência,,,Fornecedor,,Modalidade,,,,,Valor Inicial,Objeto,,
44/2026,26/02/2027,LAN SERVICOS MEDICOS LTDA [64.156.405/0001-04],09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
43/2026,26/02/2027,SANVIR SERVICOS MEDICOS LTDA [64.485.233/0001-04],09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
42/2026,03/03/2027,ECOS DIAGNOSTICOS LTDA [08.332.459/0001-02],09 - INEXIGIBILIDADE,,241/2025,,"151641,90",,"Credenciamento de empresas para realização dos procedimentos com finalidade diagnóstica nas seguintes áreas: métodos diagnósticos em cardiologia, diagnóstico por procedimentos endoscópicos, de forma continuada e complementar ao Sistema Único de Saúde de Coronel Fabriciano, de acordo com a nomenclatura da “Tabela diferenciada de valores aprovadas pelo Conselho Municipal de Saúde”, conforme a Resolução CMS 036, de 04 de abril de 2019, e atualização constante da Resolução CMS 014, de 21 de julho de 2025, constantes nos Planos Operativos do anexo I do presente instrumento, para atender às demandas da Secretaria de Governança da Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal.",,
41/2026,02/03/2027,ESMARTY ESPECIALISTA EM MANUTENCAO DE ,30 - PREGÃO ELETRÔNICO,,219/2025,,"66500,00",,"Contratação de empresa, para manutenção preventiva e corretiva, com fornecimento de peças novas de um elevador Montele EL-H3 (Versão 2017 do EL-2000), instalado no prédio principal da Prefeitura Municipal de Coronel Fabriciano, preservando a segurança e promovendo a acessibilidade, pelo período de 12 (doze) meses, em atendimento à Secretaria de Governança de Planejamento, Meio Ambiente e Habitação, tendo como fonte de receita, Recursos Não Vinculados de Impostos.",,
40/2026,20/09/2026,CASTRO ENGENHARIA E PAVIMENTACAO LTDA [62.668.309,04 - CONCORRÊNCIA,,330/2025,,"740000,00",,"Contratação de empresa por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,,,Página: 10 de, 36
Contrato,Vigência,Fornecedor,Modalidade,,,,,Valor Inicial,Objeto,,
,,,,,,Processo,,,,,
,,,,,,,,,"e equipamentos para execução de serviços de pavimentação das Ruas Apuã, Caxambu, Jacaúna e Rênio, no Município de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança de Obras e Serviços Urbanos, tendo como fonte de receita, Transferência Especial da União e Recursos não Vinculados de Impostos.",,
39/2026,12/12/2026,A R S SERVICOS DE PAVIMENTACAO LTDA [12.757.004/0001-,04 - CONCORRÊNCIA,,317/2025,,"525230,30",,"Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para execução de serviços de pavimentação e drenagem em via de acesso ao Residencial do Programa Fabri Meu Lar, localizado no Bairro Córrego Alto, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
38/2026,23/02/2027,ML PROMOCOES DE EVENTOS LTDA [71.410.427/0001-06],30 - PREGÃO ELETRÔNICO,,343/2025,,"614000,00",,"Contratação de empresa para prestação de serviços de assessoria, consultoria e realização do Festival de Férias, para 750 alunos do 2° ao 8° ano do Ensino Fundamental, matriculados nas Escolas Municipais, incluindo contratação de monitores e professores e fornecimento de todo o material necessário para realização do referido Festival, para três núcleos, a ser realizado nos meses de janeiro e julho de 2026, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
37/2026,10/02/2027,ZOE NET TELECOMUNICACOES E TECNOLOGIA LTDA ,30 - PREGÃO ELETRÔNICO,,350/2025,,"462500,00",,"Aquisição e instalação de pontos de acesso à internet sem fio (Access Points) de tecnologia Wi-Fi 7, destinados à modernização e ampliação da infraestrutura de rede sem fio da Escola Municipal Reverendo Mario Dos Santos, garantindo maior desempenho, estabilidade, segurança e cobertura nas áreas internas e externas em atendimento a Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Transferências do Fundeb – Impostos e Transferências de Impostos.",,
36/2026,19/02/2027,PRODIET NUTRICAO CLINICA LTDA [08.183.359/0001-53],30 - PREGÃO ELETRÔNICO,,230/2025,,"313631,10",,"Aquisição de dietas enterais, fórmulas infantis, suplementos alimentares, frascos e equipos, para atender a demanda dos pacientes com processos judiciais e deliberações administrativas dadas pela Comissão de Judicialização em Saúde da Secretaria de Governança da Saúde, Recursos Não Vinculados de Impostos.",,
35/2026,19/02/2027,ORBITA SERVICOS E COMERCIO DE PRODUTOS PARA ,30 - PREGÃO ELETRÔNICO,,230/2025,,"12823,00",,"Aquisição de dietas enterais, fórmulas infantis, suplementos alimentares, frascos e equipos, para atender a demanda dos pacientes com processos judiciais e deliberações administrativas dadas pela Comissão de Judicialização em Saúde da Secretaria de Governança da Saúde, Recursos Não Vinculados de Impostos.",,
34/2026,19/02/2027,NUTRIR DISTRIBUIDORA DE PRODUTOS PARA TERAPIA ,30 - PREGÃO ELETRÔNICO,,230/2025,,"162970,00",,"Aquisição de dietas enterais, fórmulas infantis, suplementos alimentares, frascos e equipos, para atender a demanda dos pacientes com processos judiciais e deliberações administrativas dadas pela Comissão de Judicialização em Saúde da Secretaria de Governança da Saúde, Recursos Não Vinculados de Impostos.",,
33/2026,19/02/2027,N M LICITACOES LTDA [52.339.425/0001-23],30 - PREGÃO ELETRÔNICO,,230/2025,,"33240,00",,"Aquisição de dietas enterais, fórmulas infantis, suplementos alimentares, frascos e equipos, para atender a demanda dos pacientes com processos judiciais e deliberações administrativas dadas pela Comissão de Judicialização em Saúde da Secretaria de Governança da Saúde, Recursos Não Vinculados de Impostos.",,
32/2026,19/02/2027,M. S. RIOS PRODUTOS DE DIETA [23.149.874/0001-00],30 - PREGÃO ELETRÔNICO,,230/2025,,"149089,10",,"Aquisição de dietas enterais, fórmulas infantis, suplementos alimentares, frascos e equipos, para atender a demanda dos pacientes com processos judiciais e deliberações administrativas dadas pela Comissão de Judicialização em Saúde da Secretaria de Governança da Saúde, Recursos Não Vinculados de Impostos.",,
31/2026,19/02/2027,MG2 NUTRICAO LTDA [39.935.073/0001-00],30 - PREGÃO ELETRÔNICO,,230/2025,,"133423,20",,"Aquisição de dietas enterais, fórmulas infantis, suplementos alimentares, frascos e equipos, para atender a demanda dos pacientes com processos judiciais e deliberações administrativas dadas pela Comissão de Judicialização em Saúde da Secretaria de Governança da Saúde, Recursos Não Vinculados de Impostos.",,
30/2026,12/02/2027,L E C DISTRIBUIDORA DE PRODUTOS NUTRICIONAIS LTDA ,30 - PREGÃO ELETRÔNICO,,230/2025,,"411751,93",,"Aquisição de dietas enterais, fórmulas infantis, suplementos alimentares, frascos e equipos, para atender a demanda dos pacientes com processos judiciais e deliberações administrativas dadas pela Comissão de Judicialização em Saúde da Secretaria de Governança da Saúde, Recursos Não Vinculados de Impostos.",,
29/2026,11/02/2027,CIRURGICA UNIAO LTDA [04.063.331/0001-21],30 - PREGÃO ELETRÔNICO,,230/2025,,"76201,76",,"Aquisição de dietas enterais, fórmulas infantis, suplementos alimentares, frascos e equipos, para atender a demanda dos pacientes com processos judiciais e deliberações administrativas dadas pela Comissão de Judicialização em Saúde da Secretaria de Governança da Saúde, Recursos ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,,,Página: 11 de, 36
Contrato,Vigência,Fornecedor,Modalidade,,,,,Valor Inicial,Objeto,,
,,,,,,Processo,,,,,
,,,,,,,,,Não Vinculados de Impostos.,,
28/2026,05/02/2027,PSICOLOGIA JANDER LUCAS MUNIZ LTDA [63.444.602/0001-,09 - INEXIGIBILIDADE,,136/2025,,"82080,00",,"O objeto do presente edital é o credenciamento de pessoa jurídica para realizar atividade de orientação em atividades lúdicas e físicas, para participantes do Programa “MEXA-SE HÁBITOS DE VIDA SAUDÁVEL”, que são eles: educador físico, psicólogo e nutricionista, em conformidade com o plano operativo constante no Termo de Referência, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
27/2026,05/02/2027,RLR SPORTS E RECREACAO LTDA [61.308.718/0001-34],09 - INEXIGIBILIDADE,,136/2025,,"779760,00",,"O objeto do presente edital é o credenciamento de pessoa jurídica para realizar atividade de orientação em atividades lúdicas e físicas, para participantes do Programa “MEXA-SE HÁBITOS DE VIDA SAUDÁVEL”, que são eles: educador físico, psicólogo e nutricionista, em conformidade com o plano operativo constante no Termo de Referência, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
26/2026,02/02/2027,DAC ENGENHARIA LTDA [09.257.872/0001-04],04 - CONCORRÊNCIA,,258/2025,,"1849999,92",,"Contratação de empresa para prestação de serviços técnico especializados em engenharia e arquitetura para elaboração de estudo de concepção e elaboração de projetos de engenharia para execução de obra de macrodrenagem da bacia do Ribeirão Caladão para a prevenção e combate a enchentes, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União.",,
25/2026,05/02/2027,VITOR MARTINS - INFECTOLOGIA & CONTROLE DE ,09 - INEXIGIBILIDADE,,182/2025,,"198000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1  - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS 009/2025,tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos.

",,
24/2026,05/02/2027,ALAN GREISON RAMOS SILVA JUNIOR LTDA [64.023.182,09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
23/2026,05/02/2027,CAMPOS FRANCO SERVICOS MEDICOS LTDA [51.511.052,09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
22/2026,05/02/2027,ABA SOLUCOES MEDICAS LTDA [57.839.135/0001-62],09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
21/2026,05/02/2027,M.S. GUIMARAES CLINICA MEDICA LTDA [64.006.239/0001-51],09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
20/2026,05/02/2027,NFP SERVICOS MEDICOS LTDA [63.968.468/0001-94],09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
19/2026,11/02/2027,IPTECH SOLUCOES INTEGRADAS LTDA [44.950.440/0001-85],28 - PREGÃO ELETRÔNICO - ADESÃO A REG DE PREÇOS,,375/2025,,"421739,16",,"Contratação de empresa especializada e desenvolvimento de disciplina de tecnologias integradas para uma faixa de 601 a 980 alunos da rede municipal de ensino, incluindo material didático, fornecimento de professor, pedagogo e montagem de laboratório, com formato de aulas presencial e híbrido para a ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,,,Página: 12 de, 36
Contrato,Vigência,Fornecedor,Modalidade,,,,,Valor Inicial,Objeto,,
,,,,,,Processo,,,,,
,,,,,,,,,Escola Municipal Reverendo Mario dos Santos.,,
18/2026,03/02/2031,SECVVA - SERVICO DE CIRURGIA VASCULAR DO VALE DO ,09 - INEXIGIBILIDADE,,326/2025,,"549000,00",,"Credenciamento de pessoas jurídicas especializadas para a prestação de serviços de baixa a média complexidade em cirurgia vascular, consultas de urgência, e procedimentos no município de Coronel Fabriciano, conforme as necessidades e demandas do Hospital Dr. José Maria Morais, por valor diferenciado aprovado através da Resolução do Conselho Municipal de Saúde ad referendum 003/2025 de 21 de outubro de 2025, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal e Recursos não Vinculados de Impostos.",,
17/2026,03/02/2031,ANDRADE E FORTES ANGIOHEALTH LTDA [26.775.950/0001-,09 - INEXIGIBILIDADE,,326/2025,,"549000,00",,"Credenciamento de pessoas jurídicas especializadas para a prestação de serviços de baixa a média complexidade em cirurgia vascular, consultas de urgência, e procedimentos no município de Coronel Fabriciano, conforme as necessidades e demandas do Hospital Dr. José Maria Morais, por valor diferenciado aprovado através da Resolução do Conselho Municipal de Saúde ad referendum 003/2025 de 21 de outubro de 2025, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal e Recursos não Vinculados de Impostos.",,
16/2026,05/02/2027,COMERCIO E COPIADORA UNIVERSAL LTDA [04.212.807,19 - PREGÃO ELETRÔNICO,,310/2025,,"1492336,00",,"Contratação de empresa, para futura e eventual prestação de serviços de impressão e reprografia, incluindo software de gestão de impressão, plotagem, encadernação e plastificação, por meio do fornecimento, em regime de comodato de equipamentos novos (de primeiro uso), sendo impressoras e copiadoras Led/Laser monocromáticas e policromáticas, multifuncionais e plotter, com capacidade de impressão de até o formato A0, com manutenção preventiva e corretiva, assistência técnica on-site, reposição de peças e fornecimento integral de insumos (incluindo papel e toner), para atender a todas as Secretarias de Governança  e demais órgãos da Prefeitura Municipal de Coronel Fabriciano, tendo como fonte de receita, Recursos não Vinculados de Impostos .",,
15/2026,26/07/2026,OLIVEIRA FOODS ATACAREJO EIRELI [08.504.258/0001-37],05 - DISPENSA DE LICITAÇÃO,,374/2025,,"274368,10",,"Contratação da empresa OLIVEIRA FOODS ATACAREJO LTDA, para fornecimento de hortifrutigranjeiros, utilizados na preparação de refeições, para atender aos alunos da rede municipal de ensino, pacientes atendidos pelo Hospital Doutor José Maria Morais, UPA 24 horas, CAPS, internos do Serviço de Acolhimento Bem Viver e usuários da cozinha comunitária, pelo período de 06 (seis) meses, ao valor global de R$ 274.368,10 (duzentos e setenta e quatro mil, trezentos e sessenta e oito reais e dez centavos), tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores. ",,
14/2026,29/07/2026,D Z COMERCIO LTDA [44.405.070/0001-03],30 - PREGÃO ELETRÔNICO,,284/2025,,"162269,00",,"Aquisição de máquinas industriais para implantação da lavanderia da Cidade da Melhor Idade de Coronel Fabriciano/MG, em atendimento às demandas do Serviço de Acolhimento Institucional para Pessoas Idosas da Secretaria de Governança de Assistência Social, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
13/2026,16/01/2027,IZABEL SOUKI ENGENHARIA E PROJETOS LTDA TÍTULO DO ,04 - CONCORRÊNCIA,,203/2025,,"1475393,30",,"Contratação de empresa especializada na área de Arquitetura e Engenharia, para elaboração e consultoria de projetos de arquitetura e engenharia multidisciplinar, em atendimento à Secretaria de Governança de Planejamento, Meio Ambiente e Habitação, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
12/2026,16/01/2027,BEPE ENGENHARIA E CONSTRUCOES LTDA [21.931.668,04 - CONCORRÊNCIA,,236/2025,,"2733000,00",,"Contratação de empresa por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos necessários ao bom andamento, para MANUTENÇÃO CONTÍNUADA DE EDIFICAÇÕES DE SAÚDE no município de Coronel Fabriciano - MG, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
11/2026,10/02/2027,RIBEIRO ALVIM ENGENHARIA LTDA [18.137.190/0001-59],04 - CONCORRÊNCIA,,333/2025,,"6200000,00",,"Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para execução do serviço de construção do CMEI Crescer e Ser, localizado no Bairro Giovanini, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Transferências do FUNDEB – ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,,,Página: 13 de, 36
Contrato,Vigência,Fornecedor,Modalidade,,,,,Valor Inicial,Objeto,,
,,,,,,Processo,,,,,
,,,,,,,,,Complementação da União – VAAT e  Transferências do FUNDEB – Complementação da União – VAAR.,,
10/2026,22/01/2027,LABORATORIOS B BRAUN SA [31.673.254/0010-95],09 - INEXIGIBILIDADE,,334/2025,,"8010,00",,"Contratação da empresa LABORATÓRIOS B BRAUN S/A, para fornecimento de filtros Diacap Ultra (Dialysis Fluid Filter), bacteriológico e pirogênico, para fabricação de fluido de diálise ultrapuro em máquinas de diálise Dialog,  para fins de atender as necessidades dos pacientes assistidos na Unidade de Terapia Intensiva – UTI do Hospital Doutor José Maria Morais, pelo período de 12 (doze) meses, em atendimento à Secretaria de Governança da Saúde, ao valor global de R$ 8.010,00 (oito mil e dez reais), tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, nos termos do art. 74, inciso I, da Lei Federal nº 14.133/21.",,
9/2026,01/02/2027,TAVARES GASPAR SAUDE LTDA [54.856.005/0001-40],09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
8/2026,13/01/2027,M P DOS SANTOS SERVICOS MEDICOS LTDA [63.578.364,09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
7/2026,09/03/2026,52.629.550 JULIO CORREA TEIXEIRA [52.629.550/0001-78],09 - INEXIGIBILIDADE,,364/2025,,"8000,00",,"Contratação da empresa JÚLIO CORRÊA TEIXEIRA, representante exclusiva da Banda SEGUE O SÍNDICO, para apresentação de show musical no dia 18 de janeiro de 2026, no 77º aniversário da cidade de Coronel Fabriciano/MG, no valor global de R$ 8.000,00 (oito mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
6/2026,09/03/2026,49.142.822 VICTOR GOMES ANDRADE [49.142.822/0001-04],09 - INEXIGIBILIDADE,,358/2025,,"6500,00",,"Contratação da empresa VICTOR GOMES ANDRADE, representante exclusiva da Banda POLIVALÊNCIA, para apresentação de show musical no dia 18 de janeiro de 2026, no 77º aniversário da cidade de Coronel Fabriciano/MG, no valor global de R$ 6.500,00 (seis mil e quinhentos reais), tendo como fonte de receita, Recursos não Vinculados de Impostos,  nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
5/2026,09/03/2026,38.237.881 PAULO HENRIQUE TOLEDO [38.237.881/0001-31],09 - INEXIGIBILIDADE,,357/2025,,"11000,00",,"Contratação da empresa PAULO HENRIQUE TOLEDO, representante exclusiva do cantor PAULÃO NIGRINS, para apresentação de show musical no dia 19 de janeiro de 2026, no 77º aniversário da cidade de Coronel Fabriciano/MG, no valor global de R$ 11.000,00 (onze mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
4/2026,09/01/2027,GRAFICA E EDITORA POSIGRAF LTDA [75.104.422/0008-82],09 - INEXIGIBILIDADE,,352/2025,,"4863998,12",,"Contratação da empresa GRÁFICA E EDITORA POSIGRAF LTDA, para fornecimento de livros didáticos integrados para alunos e professores, Aprende Brasil digital com ambiente virtual de aprendizagem, com conteúdo educacionais e acessos por meio de senhas individuais para alunos, familiares, professores e gestores, assessores pedagógicos com encontros presenciais ou a distância (síncronos e/ou assíncronos) para os docentes e equipes técnicos-pedagógicos, com cursos de implantação e de formação que abordam as metodologias de ensino para educação infantil e para o ensino fundamental e tecnologia educacional, além de atendimentos pedagógicos personalizados, avaliação externa de aprendizagem, com testes nas modalidades impressas ou on-line, nos componentes curriculares de língua portuguesa, matemática e ciências, para alunos do 4º e 8º anos (em anos pares) e 3º e 7º anos (em anos ímpares), e questionários contextuais para os mesmos alunos, professores e gestores, exclusivamente para alunos contemp",,
3/2026,07/07/2026,BEPE ENGENHARIA E CONSTRUCOES LTDA [21.931.668,04 - CONCORRÊNCIA,,285/2025,,"2237999,24",,"Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviço de execução de construção de contenção e passeios (Parte 1) na Avenida Atlântica, Bairro Morada do Vale, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União e Recursos não Vinculados de Impostos. ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,,,Página: 14 de, 36
Contrato,Vigência,Fornecedor,Modalidade,,,,,Valor Inicial,Objeto,,
,,,,,,Processo,,,,,
2/2026,06/03/2026,K & K PRODUTORA LTDA [47.578.308/0001-82],09 - INEXIGIBILIDADE,,354/2025,,"25000,00",,"Contratação da empresa K & K PRODUTORA LTDA, representante exclusiva da dupla KAIO E KAIQUE, para apresentação de show musical no dia 17 de janeiro de 2026, no 77º aniversário da cidade de Coronel Fabriciano/MG, no valor global de R$ 25.000,00 (vinte e cinco mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
1/2026,06/03/2026,MINEIRINHO PRODUCOES LTDA [24.494.845/0001-49],09 - INEXIGIBILIDADE,,353/2025,,"200000,00",,"Contratação da empresa MINEIRINHO PRODUÇÕES LTDA, representante exclusiva da Banda SÓ PRA CONTRARIAR, para apresentação de show musical no dia 17 de janeiro de 2026, no 77º aniversário da cidade de Coronel Fabriciano/MG, no valor global de R$ 200.000,00 (duzentos mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
292/2025,24/07/2027,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS ,09 - INEXIGIBILIDADE,,328/2025,,"250000,00",,"Contratação da EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS, para prestação de serviços postais das Autuações de Trânsito e Notificações de Penalidades, em atendimento à Junta Administrativa de Recursos de Infrações – JARI, para o período de 12 (doze) meses, no valor global estimado de R$ 250.000,00 (duzentos e cinquenta mil reais), tendo como fonte de receita, Recursos Vinculados ao Trânsito,  nos termos do art. 74 inciso I, da Lei Federal nº 14.133/21.",,
290/2025,29/12/2026,PRO-SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA ,09 - INEXIGIBILIDADE,,182/2025,,"3546400,00",,"Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1  - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS 009/2025,tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos.

",,
289/2025,29/12/2026,PRO-SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA ,09 - INEXIGIBILIDADE,,182/2025,,"2970000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1  - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS 009/2025,tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos.

",,
288/2025,01/02/2027,CASTRO & MENDES MEDICINA INTEGRADA LTDA [44.935.753,09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
287/2025,01/02/2027,RAFAELA CARVALHO SL SERVICOS MEDICOS LTDA. ,09 - INEXIGIBILIDADE,,313/2025,,"5568000,00",,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
