processo,modalidade,numero_modalidade,data_abertura,data_publicacao,situacao,objeto,ano,data_abertura_limpa,mes_publicacao,ano_mes_publicacao,categoria;
"95/2025,CONCORRÊNCIA,4,30-06-2025 13:00 <br> 30-,2025-06-12,HOMOLOGADO,""O objeto da presente licitação é a contratação de empresa por menor preço global e sob regime de empreitada global, com medições unitárias, para prestação de serviços de Regularização Fundiária da poligonal formada pelas áreas abaixo delimitadas do Bairro Morada do Vale, no Município de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança de Planejamento, Meio Ambiente e Habitação, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União e Recursos não Vinculados de Impostos."",2025,2025-06-30,6,2025-06,Obras e Engenharia";
"90/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,36,27-06-2025 13:00 <br> 27-,2025-06-13,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de Gêneros Alimentícios para assegurar a continuidade de fornecimento da Instituição Hospitalar, Rede Municipal de Ensino, CMEI’S, Creches, Entidades Conveniadas, Manutenção da Cozinha Comunitária e Serviço de Acolhimento Institucional para pessoas Idosas e todas as demais Secretarias de"",2025,2025-06-27,6,2025-06,Alimentação";
"94/2025,CONCORRÊNCIA,5,26-06-2025 13:00 <br> 26-,2025-06-09,HOMOLOGADO,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviço de execução de pavimentação, contenção e drenagem, para reestabelecimento das áreas afetadas pelas chuvas, ocorridas em dezembro de 2024 no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos Transferidos pela União destinados a Situações de Desastres Naturais."",2025,2025-06-26,6,2025-06,Obras e Engenharia";
"93/2025,CONCORRÊNCIA,6,26-06-2025 13:00 <br> 26-,2025-06-09,HOMOLOGADO,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviço de execução de recuperação de ponte na Rua Taguara, Bairro Potyra, afetada pelas chuvas ocorridas em dezembro de 2024, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Transferência da União Referente à Compensação Financeira de Recursos Minerais."",2025,2025-06-26,6,2025-06,Obras e Engenharia";
"92/2025,PREGÃO ELETRÔNICO,31,26-06-2025 13:00 <br> 26-,2025-06-06,HOMOLOGADO,""Contratação de empresa, para prestação de serviços de coleta, recoleta e análise bacteriológica e físico-química dos padrões de potabilidade e da água tratada nos equipamentos de hemodiálise, sistema de tratamento, armazenamento e distribuição de água para hemodiálise, água tratada do reuso e água tratada por osmose reversa, para processamento de produtos para saúde das unidades assistenciais do HJMM e água consumida na instituição, conforme condições, quantidades, exigências e estimativas estabelecidas, para atender as demandas do Hospital Doutor José Maria Morais, em atendimento à Secretaria de Governança da Saúde, tendo como fonte receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual."",2025,2025-06-26,6,2025-06,Tecnologia";
"110/2025,INEXIGIBILIDADE,10,25-06-2025 13:00 <br> 25-,2025-06-27,HOMOLOGADO,""Contratação da banda Bráulio e Ricardo, através da empresa BR PRODUÇÕES LTDA, representante exclusiva, para apresentação de show musical no dia 27 de junho de 2025, no sorteio da campanha do IPTU premiado, em atendimento à Secretaria de Governança Financeira e Orçamentária, tendo como fonte de receita, Recursos não Vinculados de Impostos, no valor global de R$ 7.000,00 (sete mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-06-25,6,2025-06,Eventos e Cultura";
"96/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,34,25-06-2025 13:00 <br> 25-,2025-06-09,HOMOLOGADO,""Registro de Preço, para futura e eventual aquisição de Materiais Esportivos, Tenda e Bandeira do Brasil, para realização de diversos eventos esportivos e atividades recreativas no Município de Coronel Fabriciano/MG tendo como fonte de receitas, Recursos não Vinculados de Impostos."",2025,2025-06-25,6,2025-06,Eventos e Cultura";
"100/2025,PREGÃO ELETRÔNICO,32,01-07-2025 13:00 <br> 16-,2025-06-16,HOMOLOGADO,""Aquisição de troféus e medalhas para premiação na realização de eventos esportivos no Município de Coronel Fabriciano/MG, em atendimento a Secretaria de Governança da Saúde, tendo como fonte de receita: Recursos não Vinculados de Impostos."",2025,2025-07-01,6,2025-06,Eventos e Cultura";
"101/2025,INEXIGIBILIDADE,8,11-06-2025 13:00 <br> 11-,2025-06-16,HOMOLOGADO,""Contratação da empresa FERNANDO FERREIRA CALAZANS SOCIEDADE INDIVIDUAL DE ADVOCACIA, para prestação de serviços técnico-especializados de consultoria jurídica em Direito Previdenciário de Regime Próprio de Previdência Social – RPPS, para realização de defesa dos interesses do Município de Coronel Fabriciano/MG e em defesa judicial de demandas que contestam Lei Complementar Municipal nº 012/2022 e demais Legislações Municipais, ora sancionadas por força da emenda constitucional nº 103/2019, com fundamento no ART. 74, CAPUT, E § 3º da Lei nº 14.133/2021, para o período de 12 (doze) meses, em atendimento às Secretarias de Governança de Gestão e Transparência e Governança Política, ao valor global de R$ 96.000,00 (noventa e seis mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso III, alínea “e” da Lei Federal nº 14.133/21."",2025,2025-06-11,6,2025-06,Serviços Técnicos e Administrativos";
"51/2025,PREGÃO ELETRÔNICO,26,10-06-2025 13:00 <br> 10-,2025-04-29,HOMOLOGADO,""Aquisição de veículos automotor tipo picape, cabine dupla, zero quilometro, ano/modelo 2025/2025, para atender as demandas dos departamentos de Guarda e Vigilância Patrimonial e Monitoramento Integrado, da Secretaria de Governança de Gestão e Transparência e atendimento à Secretaria de Governança de Planejamento, Meio Ambiente e Habitação da Prefeitura Municipal de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025-06-10,4,2025-04,Veículos e Transporte";
"81/2025,CONCORRÊNCIA,3,09-06-2025 13:00 <br> 09-,2025-05-21,HOMOLOGADO,""contratação de empresa por menor preço global e sob regime de empreitada global, com medições unitárias, para prestação de serviços de Regularização Fundiária da poligonal formada pela área do Programa de Urbanização PPI 2010, no Bairro Morada do Vale, no Município de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança de Planejamento, Meio Ambiente e Habitação, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União."",2025,2025-06-09,5,2025-05,Obras e Engenharia";
"84/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,28,06-06-2025 13:00 <br> 06-,2025-05-26,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de uniformes, para os servidores públicos do Município de Coronel Fabriciano/MG, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025-06-06,5,2025-05,Saúde";
"36/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,13,05-06-2025 13:00 <br> 05-,2025-04-14,HOMOLOGADO,""1.1. Registro de Preços para futura e eventual Contratação de Empresa Especializada em Serviços de Transporte de Ambulância em UTI MÓVEL – TIPO D para transferência de pacientes graves atendidos no Hospital Doutor José Maria Morais, Maternidade Dra Maria de Fátima Gomes e UPA 24 HORAS – Doutor Walter Luiz Winter Maia para outros Hospitais de alta Complexidade, mediante utilização de ambulância de suporte avançado (Ambulância UTI móvel),TIPO D, dotada de equipamentos e materiais e integrada com profissionais, de acordo com as normas estipuladas pela Resolução CFM nº 1.671/2003, de 29/07/2003, que dispõe sobre a regulamentação do atendimento pré-hospitalar e demais Legislações especificas que garantam a qualidade e segurança assistencial do paciente ( por chamada/remoção) , disponível 24 horas por dia, em todos os dias da semana, pelo período de 12 meses, tendo como fonte: Receitas de Outras Transferências de Recursos do SUS."",2025,2025-06-05,4,2025-04,Veículos e Transporte";
"89/2025,INEXIGIBILIDADE,7,04-06-2025 12:00 <br> 04-,2025-06-02,HOMOLOGADO,""O objeto do presente edital é o credenciamento de pessoa jurídica para realizar atividade de orientação em atividades lúdicas e físicas, para participantes do Programa “MEXA-SE HÁBITOS DE VIDA SAUDÁVEL”, que são eles: educador físico, psicólogo e nutricionista, em conformidade com o plano operativo constante no Termo de Referência, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-06-04,6,2025-06,Serviços Técnicos e Administrativos";
"91/2025,DISPENSA DE LICITAÇÃO,47,02-06-2025 13:00 <br> 02-,2025-06-05,HOMOLOGADO,""Contratação do CENTRO MÉDICO HIPERBÁRICO DO LESTE MINEIRO LTDA, para realização de 30 (trinta) sessões de oxigenioterapia hiperbárica, para cumprimento de decisão judicial em face do Município de Coronel Fabriciano, exarada nos autos do processo nº 5001885-53.2025.8.13.0194, em favor de Luiza Mendes da Cruz Aleixo, pelo período de 12 (doze) meses, em atendimento à Secretaria de Governança da Saúde, ao valor global de R$ 10.500,00 (dez mil e quinhentos reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-06-02,6,2025-06,Saúde";
"77/2025,INEXIGIBILIDADE,6,02-06-2025 12:00 <br> 02-,2025-05-19,HOMOLOGADO,""O objeto do presente edital é o credenciamento para contratação de pessoa jurídica interessada em fornecer órteses, próteses e materiais especiais (OPMES), de forma consignada para realização de cirurgias ortopédicas e neurológicas, conforme Resolução do Conselho Municipal de Saúde e de acordo com especificações e conformidade com os valores e normas do Sistema Único de Saúde – SUS, para atender as demandas do Hospital Dr. Jose Maria Morais, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual."",2025,2025-06-02,5,2025-05,Tecnologia";
"87/2025,PREGÃO ELETRÔNICO,33,13-06-2025 13:00 <br> 30-,2025-05-30,HOMOLOGADO,""Aquisição de material e equipamento esportivo, para realização dos jogos escolares JEFF e jogos da inclusão e integração JIICF de Coronel Fabriciano, com alunos dos anos iniciais e finais do ensino fundamental e médio da rede municipal, estadual, e particular, em atendimento a Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Recurso Não Vinculados de Impostos."",2025,2025-06-13,5,2025-05,Eventos e Cultura";
"49/2025,PREGÃO ELETRÔNICO,34,30-05-2025 13:00 <br> 30-,2025-05-14,HOMOLOGADO,""Contratação de empresa, para prestação de serviços de locação e infraestrutura, com ênfase na disponibilização de Banheiros Químicos, destinados ao atendimento das necessidades operacionais da Prefeitura Municipal de Coronel Fabriciano, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025-05-30,5,2025-05,Outros";
"88/2025,DISPENSA DE LICITAÇÃO,49,29-05-2025 13:00 <br> 29-,2025-06-03,HOMOLOGADO,""Contratação da empresa M.S. RIOS PRODUTOS DE DIETA, para fornecimento de dieta parenteral, em atendimento as necessidades do Hospital Doutor José Maria Morais, para suprir demanda nutricional e assistencial de paciente internado na clínica médica, ao valor global de R$ 21.489,20 (vinte e um mil, quatrocentos e oitenta e nove reais e vinte centavos), tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-29,6,2025-06,Saúde";
"74/2025,CONCORRÊNCIA,2,28-05-2025 13:30 <br> 28-,2025-05-14,HOMOLOGADO,""Contratação de empresa por menor preço global e sob regime de empreitada global, com medições unitárias, para prestação de serviços de Regularização Fundiária da poligonal formada pelos bairros Judith Bhering, Antônio Frederico Ozanan, Chácaras Ouro Verde, Potyra, Contente e Jardim Primavera no Município de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança de Planejamento, Meio Ambiente e Habitação, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União."",2025,2025-05-28,5,2025-05,Obras e Engenharia";
"76/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,25,27-05-2025 13:00 <br> 27-,2025-05-12,HOMOLOGADO,""Registro de Preços, para futura e eventual aquisição de crachás de identificação funcional, com controle de acesso e cordões para atender as demandas das secretarias de Governança Gestão e Transparência da Prefeitura de Coronel Fabriciano, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-05-27,5,2025-05,Outros";
"85/2025,DISPENSA DE LICITAÇÃO,46,30-05-2025 13:30 <br> 27-,2025-05-27,HOMOLOGADO,""Aquisição de Leite Integral UHT, para atender a alimentação escolar dos alunos matriculados na rede municipal de ensino, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Transferências de Recursos do FNDE referentes ao Programa Nacional de Alimentação Escolar (PNAE)."",2025,2025-05-30,5,2025-05,Alimentação";
"83/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,27,11-06-2025 13:00 <br> 26-,2025-05-26,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de materiais descartáveis, para manutenção de todas as Secretarias de Governança do Município de Coronel Fabriciano, para o ano 2025, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025-06-11,5,2025-05,Saúde";
"62/2025,PREGÃO ELETRÔNICO,11,23-05-2025 13:30 <br> 23-,2025-05-07,HOMOLOGADO,""Contratação de empresa para prestação de serviços de assessoria, consultoria e realização do Festival de Férias para 1.000 alunos do 2° ao 8° ano do Ensino Fundamental matriculados nas Escolas Municipais, incluindo contratação de monitores e professores e fornecimento de todo o necessário para realização do referido Festival, para dois núcleos, a ser realizado no mês de julho de 2025, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-05-23,5,2025-05,Eventos e Cultura";
"86/2025,DISPENSA DE LICITAÇÃO,48,23-05-2025 13:00 <br> 23-,2025-05-28,HOMOLOGADO,""Contratação da empresa ANDRADE ENGENHARIA LTDA, para fornecimento de mão de obra, materiais e equipamentos, para prestação de serviços para execução de muro de contenção e escada de acesso a Rua A, Bairro Manoel Domingos no Município de Coronel Fabriciano/MG, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, conforme convênio prestigiado pelo Sistema Nacional de Proteção e Defesa Civil, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 84.620,51 (oitenta e quatro mil, seiscentos e vinte reais e cinquenta e um centavos), tendo como fonte de receita, Recursos Transferidos pela União destinados a Situações de Desastres Naturais, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-23,5,2025-05,Obras e Engenharia";
"73/2025,PREGÃO ELETRÔNICO,29,23-05-2025 13:00 <br> 23-,2025-05-09,HOMOLOGADO,""Aquisição de materiais esportivos, caixa de som e camisas, para utilização no “Programa Mexa-se: Hábitos de Vida Saudável”, desenvolvido pelo Município como prática preventiva e de promoção da saúde, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita: Recursos não Vinculados de Impostos."",2025,2025-05-23,5,2025-05,Materiais e Equipamentos";
"48/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,22,06-06-2025 13:00 <br> 23-,2025-05-23,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de materiais de higiene, visando a oferta e utilização dos equipamentos públicos tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025-06-06,5,2025-05,Materiais de Consumo";
"82/2025,DISPENSA DE LICITAÇÃO,35,21-05-2025 13:00 <br> 21-,2025-05-26,HOMOLOGADO,""Contratação da empresa ECP ENGENHARIA LTDA, para prestação de serviços de limpeza urbana e manejo de resíduos sólidos, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 1.052.044.46 (um milhão, cinquenta e dois mil, quarenta e quatro reais e quarenta e seis centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-21,5,2025-05,Obras e Engenharia";
"63/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,24,21-05-2025 13:00 <br> 21-,2025-05-06,HOMOLOGADO,""Registro de Preços para futura e eventual contratação de empresa para prestação de serviços de Rede Canalizada com fornecimento de Gás Liquefeito de Petróleo (GLP) Botija de 190 kg, para o abastecimento contínuo do Hospital Doutor José Maria Morais, através do sistema de gás fornecido em regime de comodato contemplando a central, rede de canalização e medidores de consumo, com fornecimento em comodato de 5 (cinco) tanques P190, conforme normas técnicas estabelecidas, pelo período de 12 meses, tendo como fonte de receita: Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual."",2025,2025-05-21,5,2025-05,Tecnologia";
"80/2025,DISPENSA DE LICITAÇÃO,34,15-05-2025 15:00 <br> 15-,2025-05-21,HOMOLOGADO,""Contratação da empresa ANDRADE E GUARNIERI PANIFICAÇÃO LTDA, para fornecimento emergencial de Lanches prontos, destinados a atender, de forma emergencial, as famílias desabrigadas em virtude das fortes chuvas e alagamentos na cidade de Coronel Fabriciano/MG, considerando o Decreto de situação de calamidade pública nº 8779 de 18 de dezembro de 2024, que tiveram suas residências interditadas pela defesa civil e estão hospedadas em hotel, ao valor global de R$ 3.620,00 (três mil, seiscentos e vinte reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-15,5,2025-05,Alimentação";
"79/2025,DISPENSA DE LICITAÇÃO,19,15-05-2025 13:00 <br> 15-,2025-05-21,HOMOLOGADO,""Contratação da empresa JP LOCAÇÃO TERRAPLENAGEM E SERVIÇO LTDA, para prestação de serviços de locação de pick-up e máquinas pesadas, incluindo operador qualificado, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura"",2025,2025-05-15,5,2025-05,Outros";
"50/2025,PREGÃO ELETRÔNICO,15,15-05-2025 13:00 <br> 15-,2025-04-30,HOMOLOGADO,""Contratação de empresa, para a prestação dos serviços de monitoramento eletrônico de alarme e de circuito fechado de televisão CFTV, 24 horas e sete dias por semana, através de redes de longa distância (por meio de internet, GPRS e Rádio comunicador alarme). Incluindo a aquisição, prestação de serviço de instalação e locação de equipamentos de alarme e CFTV. Assistência técnica, manutenção preventiva e corretiva dos equipamentos, em atendimento as SECRETARIA DE GOVERNANÇA DE ASSISTÊNCIA SOCIAL, SECRETARIA DE GOVERNANÇA ESTRATÉGICA DA QUALIDADE, SECRETARIA DE GOVERNANÇA EDUCACIONAL E CULTURA, SECRETARIA DE GOVERNANÇA DE GESTÃO E TRANSPARÊNCIA, SECRETARIA DE GOVERNANÇA DA SAÚDE, SECRETARIA DE GOVERNANÇA DE OBRAS E SERVIÇOS URBANOS, SECRETARIA DE GOVERNANÇA DE PLANEJAMENTO, MEIO AMBIENTE E HABITAÇÃO, tendo como fonte receita: Recursos não Vinculados de Impostos";" Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal e Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual."",2025,2025-05-15,4,2025-04,Obras e Engenharia"
"72/2025,DISPENSA DE LICITAÇÃO,45,14-05-2025 13:00 <br> 14-,2025-05-08,HOMOLOGADO,""Contratação de empresa, para prestação de serviços de buffet, para atender as necessidades de lounge e camarim artístico, no 5º Festival Gospel a ser realizado na cidade de Coronel Fabriciano/MG, nos dias 16 e 17 de maio de 2025, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Recursos Não Vinculados de Impostos"",2025,2025-05-14,5,2025-05,Eventos e Cultura";
"69/2025,DISPENSA DE LICITAÇÃO,42,08-05-2025 16:00 <br> 08-,2025-05-09,HOMOLOGADO,""Contratação da empresa GIROCAR SEMI-NOVOS EIRELI, para prestação de serviços de locação de veículo tipo picape, para atender emergencialmente as famílias desabrigadas, por meio de distribuição de donativos, em virtude das fortes chuvas e alagamentos, no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8779 de 18 de dezembro de 2024, ao valor global de R$ 8.124,87 (oito mil, cento e vinte e quatro reais e oitenta e sete centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-08,5,2025-05,Veículos e Transporte";
"68/2025,DISPENSA DE LICITAÇÃO,41,08-05-2025 14:30 <br> 08-,2025-05-09,HOMOLOGADO,""Contratação da empresa SILVIA DE SOUZA CAMPOS MAIPIRA, para prestação de serviços de locação de veículo tipo picape, para atender emergencialmente as famílias desabrigadas, por meio de distribuição de donativos, em virtude das fortes chuvas e alagamentos, no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8779 de 18 de dezembro de 2024, ao valor global de R$ 7.499,88 (sete mil, quatrocentos e noventa e nove reais e oitenta e oito centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-08,5,2025-05,Veículos e Transporte";
"67/2025,DISPENSA DE LICITAÇÃO,40,08-05-2025 13:00 <br> 08-,2025-05-09,HOMOLOGADO,""Contratação da empresa ANA LUIZA GUIMARÃES MEDINA, para prestação de serviços de locação de veículo tipo picape, para atender emergencialmente as famílias desabrigadas, por meio de distribuição de donativos, em virtude das fortes chuvas e alagamentos, no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8779 de 18 de dezembro de 2024, ao valor global de R$ 7.499,88 (sete mil, quatrocentos e noventa e nove reais e oitenta e oito centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-08,5,2025-05,Veículos e Transporte";
"43/2025,PREGÃO ELETRÔNICO,19,08-05-2025 13:00 <br> 08-,2025-04-23,HOMOLOGADO,""Contratação de empresa para prestação de Serviços de Organização, Coordenação Técnica, Arbitragem e Equipe de Apoio para os Jogos Escolares – JEF 2025 e Jogos da Inclusão e Integração de Coronel Fabriciano – JIICF 2025, com alunos dos anos finais do Ensino Fundamental da Rede Municipal e Ensino Médio da rede Estadual, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025-05-08,4,2025-04,Eventos e Cultura";
"66/2025,DISPENSA DE LICITAÇÃO,39,07-05-2025 16:30 <br> 07-,2025-05-09,HOMOLOGADO,""Contratação da empresa WENDELL PAULO DA SILVA, para prestação de serviços de locação de veículo tipo picape, para atender emergencialmente as famílias desabrigadas, por meio de distribuição de donativos, em virtude das fortes chuvas e alagamentos, no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8779 de 18 de dezembro de 2024, ao valor global de R$ 7.499,88 (sete mil, quatrocentos e noventa e nove reais e oitenta e oito centavos), tendo como fonte de receita, Recursos não"",2025,2025-05-07,5,2025-05,Veículos e Transporte";
"65/2025,DISPENSA DE LICITAÇÃO,38,07-05-2025 22:59 <br> 07-,2025-05-09,HOMOLOGADO,""Contratação da empresa WASHINGTON ALVES FIDELIS, para prestação de serviços de locação de veículo tipo picape, para atender emergencialmente as famílias desabrigadas, por meio de distribuição de donativos, em virtude das fortes chuvas e alagamentos, no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8779 de 18 de dezembro de 2024, ao valor global de R$ 19.374,69 (dezenove mil, trezentos e setenta e quatro reais e sessenta e nove centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-07,5,2025-05,Veículos e Transporte";
"75/2025,DISPENSA DE LICITAÇÃO,43,07-05-2025 13:00 <br> 07-,2025-05-13,HOMOLOGADO,""Contratação da empresa TRATOMARC PRESTAÇÃO SERVIÇOS LTDA, para prestação de serviços de desassoreamento, limpeza de dispositivos de drenagem pluvial e vias, incluindo operador qualificado, para execução de atividades de remoção de entulho, desobstrução de vias e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, conforme convênio prestigiado pelo Sistema Nacional de Proteção e Defesa Civil, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 229.860,00 (duzentos e vinte e nove mil, oitocentos e sessenta reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-07,5,2025-05,Obras e Engenharia";
"64/2025,DISPENSA DE LICITAÇÃO,5,07-05-2025 13:00 <br> 07-,2025-05-07,HOMOLOGADO,""Contratação da COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MINAS GERAIS – PRODEMGE, para disponibilização do sistema de administração de multas (SIDAM), via web, que permite a administração das infrações de trânsito do Município de Coronel Fabriciano/MG, para o período de 12 (doze) meses, em atendimento a Gerencia de Mobilidade Urbana e Transportes da Secretaria de Governança de Obras e Serviços Urbanos, ao valor global de R$ 149.175,00 (cento e quarenta e nove mil, cento e setenta e cinco reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, a fim de que seja emitido parecer jurídico sobre a possibilidade de realizar Dispensa de Licitação, nos termos do art. 75, Inciso IX da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-07,5,2025-05,Obras e Engenharia";
"70/2025,DISPENSA DE LICITAÇÃO,27,07-05-2025 10:00 <br> 07-,2025-05-09,HOMOLOGADO,""Contratação da empresa TRANSPORTE E LOCAÇÃO DE VEÍCULOS SANTO ANTÔNIO LTDA, para prestação de serviços de locação de caminhões e máquina pesada, incluindo operador qualificado, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 130.655,90 (cento e trinta mil, seiscentos e cinquenta e cinco reais e noventa centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-07,5,2025-05,Veículos e Transporte";
"57/2025,DISPENSA DE LICITAÇÃO,26,05-05-2025 16:00 <br> 05-,2025-05-07,HOMOLOGADO,""Contratação da empresa TRATOMARC PRESTAÇÃO SERVIÇOS LTDA, para prestação de serviços de locação de caminhões, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 81.640,08 (oitenta e um mil, seiscentos e quarenta reais e oito centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-05,5,2025-05,Outros";
