processo,modalidade,numero_modalidade,data_abertura,data_publicacao,situacao,objeto,ano,data_abertura_limpa,mes_publicacao,ano_mes_publicacao,categoria;
"210/2025,DISPENSA DE LICITAÇÃO,64,04-12-2025 13:30 <br> 04-,2025-12-01,HOMOLOGADO,""Contratação de empresa, para prestação de serviços de buffet self-service, com cessão de uso de espaço adequado, para realização do baile de confraternização dos usuários do Serviço de Convivência e Fortalecimento de Vínculos – SCFV (Vivaidade) e Serviço de Acolhimento Institucional para Pessoas Idosas de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança de Assistência Social, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025-12-04,12,2025-12,Outros";
"201/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,80,03-12-2025 13:30 <br> 03-,2025-11-17,HOMOLOGADO,""Registro de Preços, para futura e eventual aquisição de dietas enterais, parenterais, fórmulas infantis, suplementações alimentares e equipos, com fornecimento de bombas de infusão em regime de comodato, para assistência contínua e ininterrupta aos pacientes assistidos pelo Hospital Doutor José Maria Morais e UPA 24 Horas Doutor Walter Luiz Winter Maia, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual."",2025,2025-12-03,11,2025-11,Saúde";
"211/2025,INEXIGIBILIDADE,34,01-12-2025 13:00 <br> 01-,2025-12-03,HOMOLOGADO,""Contratação da dupla Bráulio e Ricardo, através da empresa BR PRODUÇÕES LTDA, representante exclusiva, para apresentação de show musical no dia 10 de dezembro de 2025, durante a realização do baile de confraternização, voltado aos idosos vinculados ao Serviço de Convivência e Fortalecimento de Vínculos e do Serviço de Acolhimento Institucional para Pessoas Idosas, em atendimento à Secretaria de Governança de Assistência Social, no valor global de R$ 3.000,00 (três mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-12-01,12,2025-12,Eventos e Cultura";
"199/2025,PREGÃO ELETRÔNICO,85,01-12-2025 13:00 <br> 01-,2025-11-12,HOMOLOGADO,""Aquisição de materiais esportivos e camisas, para atender aos usuários do “Programa Mexa-se, Hábitos de Vida Saudável”, desenvolvido pelo Município como prática preventiva e de promoção da saúde, referente ao Convênio nº 960677/2024, proposta nº 1042/2024 do Ministério do Esporte, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União"",2025,2025-12-01,11,2025-11,Materiais e Equipamentos";
"198/2025,PREGÃO ELETRÔNICO,69,27-11-2025 13:00 <br> 27-,2025-11-11,HOMOLOGADO,""Aquisição de microtrator e implementos agrícolas, para atender às demandas do Conselho Municipal de Desenvolvimento Rural Sustentável (CMDRS) e da Secretaria de Governança Estratégica da Qualidade, Inovação Tecnológica e Sustentabilidade Econômica, Recursos não Vinculados a Impostos."",2025,2025-11-27,11,2025-11,Saúde";
"197/2025,PREGÃO ELETRÔNICO,83,25-11-2025 13:30 <br> 25-,2025-11-06,HOMOLOGADO,""Aquisição de materiais permanentes, para assegurar a continuidade, eficiência e qualidade dos serviços das unidades públicas sob a responsabilidade administrativa da Secretaria de Governança de Assistência Social, tendo como fonte de receita, Transferência de Recursos do Fundo Nacional de Assistência Social, Transferência de Recursos dos Fundos Estaduais"",2025,2025-11-25,11,2025-11,Materiais e Equipamentos";
"200/2025,DISPENSA DE LICITAÇÃO,63,25-11-2025 13:00 <br> 25-,2025-11-17,HOMOLOGADO,""Aquisição de caixas térmicas e gelo reutilizável, para atender a demanda do setor de imunização, em atendimento â Secretaria de Governança de Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal e Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual."",2025,2025-11-25,11,2025-11,Saúde";
"194/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,45,25-11-2025 13:00 <br> 25-,2025-11-05,HOMOLOGADO,""Registro de preços, para futura e eventual prestação de serviços no controle de arboviroses, com equipamentos adequados e específicos para as ações de mapeamento e tratamento com autorização de voos emitidas pela agência nacional de aviação civil (anac), por meio de veículos aéreos não tripulados (vant), chamados de drones, em conformidade com as especificações do anexo i da resolução ses/mg nº 9.035, de 26 de setembro de 2023, para atender o setor de endemias, pertencente a Gerência de Vigilância em Saúde, da Secretaria de Governança da Saúde, tendo como fonte de recursos: Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual."",2025,2025-11-25,11,2025-11,Veículos e Transporte";
"181/2025,PREGÃO ELETRÔNICO,77,25-11-2025 13:00 <br> 25-,2025-11-10,HOMOLOGADO,""Aquisição de dietas enterais, fórmulas infantis, suplementos alimentares, frascos e equipos, para atender a demanda dos pacientes com processos judiciais e deliberações administrativas dadas pela Comissão de Judicialização em Saúde da Secretaria de Governança da Saúde, Recursos Não Vinculados de Impostos."",2025,2025-11-25,11,2025-11,Outros";
"202/2025,INEXIGIBILIDADE,33,19-11-2025 13:00 <br> 19-,2025-11-17,HOMOLOGADO,""Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025-11-19,11,2025-11,Saúde";
"193/2025,PREGÃO ELETRÔNICO,78,18-11-2025 13:30 <br> 18-,2025-11-04,HOMOLOGADO,""Aquisição de material esportivo frustrado do Pregão 033/2025 para a realização dos jogos escolares JEFF e jogos da inclusão e integração JIICF de Coronel Fabriciano, com alunos dos anos iniciais e finais do ensino fundamental e médio da rede municipal, estadual, e particular em atendimento a Secretaria de Governança Educacional e Cultura, tendo fonte de receita, Recurso Não Vinculados de Impostos."",2025,2025-11-18,11,2025-11,Eventos e Cultura";
"204/2025,INEXIGIBILIDADE,31,18-11-2025 13:00 <br> 18-,2025-11-25,HOMOLOGADO,""Contratação da ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E DE PRESTAÇÃO DE SERVIÇOS DE CORONEL FABRICIANO – ACICEL - CDL, para locação de imóvel, localizado na Rua José Anastácio Franco nº 78, Bairro Centro, Coronel Fabriciano/MG, para funcionamento do Instituto Mineiro de Agropecuária - IMA, em conformidade com o acordo de cooperação técnica, firmado entre o Município de Coronel Fabriciano e o Instituto Mineiro de Agropecuária - IMA, em atendimento à Secretaria de Governança Estratégica da Qualidade, Inovação Tecnológica e Sustentabilidade Econômica, para o período de 12 (doze) meses, ao valor global de R$ 35.400,00 (trinta e cinco mil e quatrocentos reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso V, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-11-18,11,2025-11,Saúde";
"182/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,73,18-11-2025 13:00 <br> 18-,2025-10-14,HOMOLOGADO,""Registro de preços, para futura e eventual aquisição de cestas natalinas, devidamente montadas, para serem doadas aos servidores públicos ativos da Prefeitura Municipal de Coronel Fabriciano, para o ano de 2025, conforme Lei Municipal 4.154, de 19 de dezembro de 2017 e Decreto Municipal 7.643, de 06 de agosto de 2021, tendo como fonte de receita, recursos não vinculados de impostos."",2025,2025-11-18,10,2025-10,Alimentação";
"188/2025,PREGÃO ELETRÔNICO,81,13-11-2025 13:30 <br> 13-,2025-10-23,HOMOLOGADO,""Aquisição de jaquetas, modelo corta vento forrada, itens fracassados no Pregão Eletrônico nº 028/2025, para atender aos Vigilantes Patrimoniais e aos Auxiliares de Serviços da Educação (ASE), vinculados ao Departamento de Guarda e Vigilância Patrimonial, tendo como fonte de receita, Recurso Não Vinculados de Impostos."",2025,2025-11-13,10,2025-10,Educação";
"191/2025,DISPENSA DE LICITAÇÃO,62,09-11-2025 22:59 <br> 10-,2025-10-31,HOMOLOGADO,""Aquisição de fantasia oficial lúdica do Zé Gotinha, em atendimento a RESOLUÇÃO SES/MG Nº 9.842 DE 13 DE NOVEMBRO DE 2024, com a finalidade de educar e disseminar informação para aumento das coberturas vacinais, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS, Provenientes do Governo Estadual."",2025,2025-11-09,10,2025-10,Saúde";
"186/2025,PREGÃO ELETRÔNICO,72,07-11-2025 13:00 <br> 07-,2025-10-24,HOMOLOGADO,""Contratação de empresa para prestação de serviços de manutenção, conservação e limpeza de piscinas e espelhos d’água, incluindo o fornecimento de mão de obra qualificada, materiais de limpeza e tratamento e acessórios e equipamentos necessários, em atendimento à Secretaria de Governança de Assistência Social, Secretaria de Governança Educacional e Cultura e Secretaria de Governança de Gestão e Transparência, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025-11-07,10,2025-10,Obras e Engenharia";
"185/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,74,06-11-2025 13:30 <br> 06-,2025-10-21,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de Kits de Materiais Escolares com a finalidade de atender as necessidades da Rede Municipal de Ensino da Prefeitura Municipal de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Transferências do FUNDEB - Impostos e Transferências de Impostos."",2025,2025-11-06,10,2025-10,Eventos e Cultura";
"187/2025,DISPENSA DE LICITAÇÃO,61,06-11-2025 13:00 <br> 06-,2025-10-23,HOMOLOGADO,""Aquisição de Geladeiras e Freezer, para atender à demanda da Assistência Farmacêutica e Vigilância em Saúde, em atendimento à Secretaria de Governança da Saúde, tendo como"",2025,2025-11-06,10,2025-10,Materiais e Equipamentos";
"184/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,75,03-11-2025 13:30 <br> 03-,2025-10-17,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de equipamentos de proteção individual (EPI) e coletiva (EPC), para atender as Secretarias de Governança da Prefeitura Municipal de Coronel Fabriciano/MG, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, Transferência Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025-11-03,10,2025-10,Saúde";
"183/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,70,03-11-2025 13:30 <br> 03-,2025-10-15,HOMOLOGADO,""Registro de preços, para futura e eventual aquisição de Materiais para Sinalização de Trânsito, em atendimento a Gerência de Mobilidade Urbana, Transporte e Trânsito da Secretaria de Governança de Obras e Serviços Urbanos do Município de Coronel Fabriciano/MG, tendo como fonte de receitas, Recursos não Vinculados de Impostos."",2025,2025-11-03,10,2025-10,Obras e Engenharia";
"196/2025,DISPENSA DE LICITAÇÃO,60,07-11-2025 13:00 <br> 31-,2025-10-31,FRACASSADO,""Contratação de empresa, para realização serviços de manutenção corretiva e preventiva na usina fotovoltaica do Hospital Dr. Jose Maria Morais, incluindo reinstalação das strings, limpeza de módulos e equipamentos, verificação e substituição de dispositivos de proteção, reapertos, testes elétricos, inspeção térmica e reconfiguração do sistema de monitoramento, com a aquisição e instalação de inversor fotovoltaico equivalente ao modelo Canadian CSI-50KTL-GI, atualmente danificado, em atendimento à Secretaria Municipal de Saúde, tendo como fonte de receita, Transferência Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual."",2025,2025-11-07,10,2025-10,Tecnologia";
"161/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,64,30-10-2025 13:00 <br> 30-,2025-10-10,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de Fralda Descartável Infantil, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita: Transferências do FUNDEB – Complementação da União – VAAR."",2025,2025-10-30,10,2025-10,Materiais de Consumo";
"166/2025,CONCORRÊNCIA,19,29-10-2025 13:00 <br> 29-,2025-09-30,HOMOLOGADO,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviço de execução de construção de contenção e passeios (Parte 1) na Avenida Atlântica, Bairro Morada do Vale, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União e Recursos não Vinculados de Impostos."",2025,2025-10-29,9,2025-09,Obras e Engenharia";
"159/2025,PREGÃO ELETRÔNICO,60,29-10-2025 13:00 <br> 29-,2025-09-15,HOMOLOGADO,""Contratação de empresa, para Locação de Conjunto Completo de Craniótomo, com fornecimento de todos os acessórios necessários ao seu pleno funcionamento (motor, trépano maestro, console, core, adaptadores, cabos, pedal, etc.) e suporte técnico, durante todo o período contratual, para assistência contínua e ininterrupta aos pacientes assistidos pelo Hospital Doutor José Maria Morais, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual."",2025,2025-10-29,9,2025-09,Saúde";
"189/2025,INEXIGIBILIDADE,30,21-10-2025 13:00 <br> 21-,2025-10-24,HOMOLOGADO,""Contratação da IMOBILIARIA DAMASCENO E COTA LTDA, para locação de imóvel localizado na Avenida Pedro Nolasco nº 506 e Rua Rubens Siqueira Maia nº 505, Bairro Centro, Coronel Fabriciano/MG, para funcionamento do Cartório Eleitoral, em atendimento à Secretaria de Governança de Gestão e Transparência, ao valor global de R$ 26.400,00 (vinte e seis mil e quatrocentos reais), para o período de 12 (doze) meses, tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso V, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-10-21,10,2025-10,Locação de Imóveis";
"173/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,68,20-10-2025 13:00 <br> 20-,2025-10-06,HOMOLOGADO,""Registro de Preços, para futura e eventual aquisição de aparelhos de ar condicionado e cortinas de ar, para atender as diversas Secretarias de Governança da Prefeitura Municipal de Coronel Fabriciano/MG, tendo como fonte de receita, Transferência Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, Transferência Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual, Transferências do FUNDEB – Impostos e Transferências de Impostos e Recursos não Vinculados de Impostos."",2025,2025-10-20,10,2025-10,Saúde";
"172/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,59,17-10-2025 13:00 <br> 17-,2025-10-06,HOMOLOGADO,""Registro de Preços, para futura e eventual aquisição de mobiliários e equipamentos, para atender a Escola Municipal Reverendo Mário dos Santos, Escola Municipal Rodrigo Barros Freitas e as necessidades das unidades escolares da Rede Municipal de Ensino da Secretaria de Governança Educacional e Cultura, tendo como fonte de receita: Transferências do FUNDEB – Impostos e Transferências de Impostos."",2025,2025-10-17,10,2025-10,Eventos e Cultura";
"168/2025,CONCORRÊNCIA,18,16-10-2025 13:00 <br> 16-,2025-10-01,HOMOLOGADO,""Contratação de empresa para prestação de serviços técnico especializados em engenharia e arquitetura para elaboração de estudo de concepção e elaboração de projetos de engenharia para execução de obra de macrodrenagem da bacia do Ribeirão Caladão para a prevenção e combate a enchentes, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União."",2025,2025-10-16,10,2025-10,Obras e Engenharia";
"170/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,67,15-10-2025 13:00 <br> 15-,2025-10-01,HOMOLOGADO,""Aquisição de materiais elétricos e hidráulicos, para atender as demandas da Secretaria de Governança de Obras e Serviços Urbanos do Município de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-10-15,10,2025-10,Obras e Engenharia";
"169/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,66,13-10-2025 13:00 <br> 13-,2025-09-26,HOMOLOGADO,""Registro de preços para futura e eventual aquisição de materiais de carpintaria e ferragens para atender as demandas da Secretaria de Governança de Obras e Serviços Urbanos do Município de Coronel Fabriciano, tendo como fonte de receitas, Recursos não Vinculados de"",2025,2025-10-13,9,2025-09,Obras e Engenharia";
"160/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,65,09-10-2025 13:30 <br> 09-,2025-09-26,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de Materiais de Expediente, para manutenção de todas as Secretarias de Governança do Município de Coronel Fabriciano/MG, tendo como fonte de receita: Transferências Fundo a Fundo de Recursos dos SUS provenientes do Governo Federal e Estadual e Recursos não Vinculados de Impostos."",2025,2025-10-09,9,2025-09,Materiais de Consumo";
"180/2025,INEXIGIBILIDADE,32,09-10-2025 13:00 <br> 09-,2025-10-15,HOMOLOGADO,""Contratação da empresa SOFTPLAN PLANEJAMENTO E SISTEMAS S/A, para disponibilização de licença de uso mensal da solução integrada de gestão de processos judiciais eletrônicos para Procuradorias, SAJ PROCURADORIAS, para a informatização da Procuradoria Geral do Município de Coronel Fabriciano/MG, contemplando os âmbitos da execução fiscal, contencioso judicial consultivo e do apoio à gestão (SAJ Insights Lite), integrados ao sistema de dívida ativa do Município, Sistema de Recorte de Publicações e Tribunal de Justiça do Estado de Minas Gerais – PJE de Primeiro Grau (MNI), em atendimento à Secretaria de Governança Jurídica, para o período de 12 (doze) meses, no valor global de R$ 259.690,96 (duzentos e cinquenta e nove mil, seiscentos e noventa reais e noventa e seis centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso I, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-10-09,10,2025-10,Tecnologia";
"147/2025,DISPENSA DE LICITAÇÃO,54,09-10-2025 13:00 <br> 09-,2025-08-19,FRACASSADO,""Contratação de empresa, para fornecimento de licenças do pacote Adobe Creative Cloud (ACC), a serem oferecidas na modalidade de assinatura anual (12 meses), por meio de acessos individuais controlados por login e senha, para atendimento da Gerência de Comunicação Social da Secretaria de Governança Política, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025-10-09,8,2025-08,Tecnologia";
"165/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,71,24-10-2025 13:30 <br> 09-,2025-10-10,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de equipamentos de Tecnologia da Informação, destinados a atender às demandas de todas as Secretarias de Governança da Prefeitura Municipal de Coronel Fabriciano, promovendo a modernização e padronização do parque tecnológico municipal, tendo como fonte de receita Recursos não Vinculados de Impostos."",2025,2025-10-24,10,2025-10,Tecnologia";
"179/2025,INEXIGIBILIDADE,29,03-10-2025 15:00 <br> 03-,2025-10-07,HOMOLOGADO,""Contratação da empresa SAMMA DISTRIBUIDORA E TECNOLOGIA LTDA, representante da Banda OFFICIAL 80, para apresentação de show musical no dia 18 de outubro de 2025, no Festival Gastronômico, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 14.000,00 (quatorze mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-10-03,10,2025-10,Tecnologia";
"178/2025,INEXIGIBILIDADE,28,03-10-2025 13:00 <br> 03-,2025-10-07,HOMOLOGADO,""Contratação da empresa FAMA EVENTOS LTDA, representante da Banda M.JACK, para apresentação de show musical no dia 19 de outubro de 2025, no Festival Gastronômico, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 25.000,00 (vinte e cinco mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-10-03,10,2025-10,Eventos e Cultura";
"164/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,61,03-10-2025 13:00 <br> 03-,2025-09-18,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de Uniformes Escolares, para atender os alunos das escolas municipais da rede de ensino do Município de Coronel Fabriciano/MG, pelo período de 12 meses, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Transferência do Salário Educação."",2025,2025-10-03,9,2025-09,Eventos e Cultura";
"177/2025,INEXIGIBILIDADE,27,02-10-2025 16:00 <br> 02-,2025-10-06,HOMOLOGADO,""Contratação da empresa LUIZ CARLOS DO AMARAL 06462116684, representante da Banda SAVASSY, para apresentação de show musical no dia 19 de outubro de 2025, no Festival Gastronômico, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 8.000,00 (oito mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-10-02,10,2025-10,Eventos e Cultura";
"174/2025,INEXIGIBILIDADE,26,02-10-2025 14:30 <br> 02-,2025-10-06,HOMOLOGADO,""Contratação da empresa LEONI PRODUÇÕES E EDIÇÕES MUSICAIS LTDA, representante exclusiva do cantor LEONI, para apresentação de show musical no dia 18 de outubro de 2025, no Festival Gastronômico, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 105.000,00 (cento e cinco mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-10-02,10,2025-10,Eventos e Cultura";
"175/2025,INEXIGIBILIDADE,25,02-10-2025 13:00 <br> 02-,2025-10-06,HOMOLOGADO,""Contratação da empresa JULIO CORREA TEIXEIRA, representante da Banda CUMPADRE NESTOR, para apresentação de show musical no dia 19 de outubro de 2025, no Festival Gastronômico, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 8.000,00 (oito mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-10-02,10,2025-10,Eventos e Cultura";
"157/2025,CONCORRÊNCIA,17,01-10-2025 13:30 <br> 01-,2025-09-10,HOMOLOGADO,""Contratação de empresa por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos necessários ao bom andamento, para MANUTENÇÃO CONTÍNUADA DE EDIFICAÇÕES"",2025,2025-10-01,9,2025-09,Obras e Engenharia";
"156/2025,PREGÃO ELETRÔNICO,58,25-09-2025 13:00 <br> 25-,2025-09-10,HOMOLOGADO,""Aquisição de aparelho de ultrassonografia destinado ao fortalecimento da capacidade diagnóstica e assistencial do Centro de Atenção Ambulatorial Especializado (CAAE), unidade vinculada à Secretaria de Governança da Saúde do Município de Coronel Fabriciano/MG. Utilizando o recurso: Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual."",2025,2025-09-25,9,2025-09,Saúde";
"167/2025,CONCORRÊNCIA,13,17-11-2025 13:00 <br> 25-,2025-09-26,HOMOLOGADO,""Contratação de empresa especializada na área de Arquitetura e Engenharia, para elaboração e consultoria de projetos de arquitetura e engenharia multidisciplinar, em atendimento à Secretaria de Governança de Planejamento, Meio Ambiente e Habitação, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-11-17,9,2025-09,Obras e Engenharia";
"171/2025,DISPENSA DE LICITAÇÃO,59,24-09-2025 13:00 <br> 24-,2025-10-02,HOMOLOGADO,""Contratação da empresa MATOS E MENEZES DIAGNÓSTICO POR IMAGEM LTDA, para realização de exames de imagem de Tomografia, Radiografia e Ultrassonografia, com fornecimento de resultado digital, para atender as demandas do Hospital Doutor José Maria Morais, para um período de 09 (nove) meses, ao valor global de R$ 1.028.100,00 (um milhão, vinte e oito mil e cem reais), sendo feita reserva orçamentária no valor de R$ 500.000,00 (quinhentos mil reais), para acobertar as despesas até 31/12/2025, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-09-24,10,2025-10,Saúde";
"146/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,57,23-09-2025 13:00 <br> 23-,2025-09-05,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de Materiais de Limpeza Comum, para manutenção da Rede Municipal de Ensino, CMEI’S, Creches, Entidades Conveniadas, Manutenção da Cozinha Comunitária, Acolhimento Institucional para Pessoas Idosas, Almoxarifado Central, Hospital Doutor José Maria Morais, Unidade de Pronto Atendimento – UPA 24H, Centro de Especialidades Médicas – CEM e demais Secretarias de Governança do Município de Coronel Fabriciano/MG, tendo como fonte de receita: Transferências Fundo a Fundo de Recursos dos SUS provenientes do Governo Federal e Estadual e Recursos não Vinculados de Impostos."",2025,2025-09-23,9,2025-09,Materiais de Consumo";
"158/2025,DISPENSA DE LICITAÇÃO,56,22-09-2025 13:00 <br> 22-,2025-09-16,HOMOLOGADO,""Aquisição de carro para material de limpeza e carro de transporte de resíduos, destinados ao fortalecimento da infraestrutura de apoio e das condições de higiene e biossegurança do Centro de Atenção Ambulatorial Especializado (CAAE), em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita, Outros Recursos Não Vinculados e Transferência de Recursos dos Fundos Estaduais de Assistência Social."",2025,2025-09-22,9,2025-09,Veículos e Transporte";
"153/2025,CONCORRÊNCIA,14,19-09-2025 13:00 <br> 19-,2025-09-05,HOMOLOGADO,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviço de execução de sistema de drenagem pluvial, para prevenção de deslizamento de encostas na Rua Padre Américo, Bairro Manoel Maia, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-09-19,9,2025-09,Obras e Engenharia";
"152/2025,CONCORRÊNCIA,16,19-09-2025 13:00 <br> 19-,2025-09-04,HOMOLOGADO,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para execução de reforma da Praça São Francisco de Assis, no Bairro Melo Viana, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Transferência da União Referente à Compensação Financeira de Recursos Minerais."",2025,2025-09-19,9,2025-09,Obras e Engenharia";
"151/2025,CONCORRÊNCIA,15,19-09-2025 13:00 <br> 19-,2025-09-04,HOMOLOGADO,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para execução de pavimentação nas Ruas Ana Moura, Guarujá e Santo Antônio, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Transferência Especial da União."",2025,2025-09-19,9,2025-09,Obras e Engenharia";
"163/2025,DISPENSA DE LICITAÇÃO,57,25-09-2025 13:00 <br> 18-,2025-09-17,HOMOLOGADO,""Contratação de empresa, para fornecimento de Software de Gestão, para otimizar e apoiar as demandas administrativas e operacionais do Serviço de Acolhimento Institucional para Pessoas Idosas, o sistema deverá incluir módulos de gestão de dados, acompanhamento de atendimentos, monitoramento de vagas, controle de prontuários e relatórios gerenciais, em atendimento à Secretaria de Governança de Assistência Social, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-09-25,9,2025-09,Tecnologia";
"105/2025,PREGÃO ELETRÔNICO,39,12-09-2025 13:00 <br> 12-,2025-06-24,HOMOLOGADO,""Aquisição de equipamentos de informática, microfone e televisão, para melhoria no atendimento do Centro de Especialidades Médicas (CEM), em atendimento à Secretaria de Governança de Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual."",2025,2025-09-12,6,2025-06,Tecnologia";
"162/2025,INEXIGIBILIDADE,24,11-09-2025 13:00 <br> 11-,2025-09-18,HOMOLOGADO,""Contratação da ASSOCIAÇÃO EVANGELIZAR É PRECISO, representante exclusiva do PADRE REGINALDO MANZOTTI, para apresentação de show musical na Praça da Estação, no dia 06 de dezembro de 2025, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 135.000,00 (cento e trinta e cinco mil reais), tendo"",2025,2025-09-11,9,2025-09,Eventos e Cultura";
