,,,,,,18-06-2026 18:43:20,,,,,,
,,,PREFEITURA MUNICIPAL DE CORONEL FABRICIANO,,,,,,,,,
,,,ESTADO DE MINAS GERAIS,,,,,,,,,
,,,Lista de Processos Licitatórios,,,,,,,,,
,,,,,,,,,,,,
Processo,Modalidade,,,Nro. Modalidade,Abertura,,,,Situação,Objeto,,
,,,,,,,,Publicação,,,,
218/2025,DISPENSA DE LICITAÇÃO,65,06-01-2026 13:00 <br> 06-,,23-12-2025,Homologado,"Aquisição de medicamento T-61, destinado ao uso veterinário para prática de eutanásia, em animais resgatados pelo setor de endemias ou aqueles recebidos diretamente nas instalações do curral municipal, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita Transferências Fundo a Fundo de Recursos do SUS, Provenientes do Governo Federal.",,
213/2025,PREGÃO ELETRÔNICO,88,06-01-2026 13:00 <br> 06-,,10-12-2025,Homologado,"1.1.	Contratação de pessoa jurídica, para prestação de serviços de laboratório, para confecção de próteses odontológicas, incluindo próteses totais, parciais, fixas e móveis, em atendimento à Secretaria de Governança da Saúde, tendo como fonte d receita, Transferências Fundo a Fundo dos Recursos do SUS Provenientes do Governo Estadual e Recursos não Vinculados de Impostos. 

",,
155/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,62,05-01-2026 13:00 <br> 05-,,08-10-2025,Homologado,"sRegistro de Preços, para futura e eventual aquisição de materiais de limpeza e produtos de uso hospitalar, com cessão de equipamentos dosadores, em regime de comodato, para atender as necessidades do Hospital Doutor José Maria Morais e UPA 24 horas Doutor Walter Luiz Winter Maia, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita: Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual.",,
203/2025,PREGÃO ELETRÔNICO,82,05-01-2026 13:30 <br> 05-,,08-12-2025,Homologado,"Contratação de empresa, para futura e eventual prestação de serviços de impressão e reprografia, incluindo software de gestão de impressão, plotagem, encadernação e plastificação, por meio do fornecimento, em regime de comodato de equipamentos novos (de primeiro uso), sendo impressoras e copiadoras Led/Laser monocromáticas e policromáticas, multifuncionais e plotter, com capacidade de impressão de até o formato A0, com manutenção preventiva e corretiva, assistência técnica on-site, reposição de peças e fornecimento integral de insumos (incluindo papel e toner), para atender a todas as Secretarias de Governança  e demais órgãos da Prefeitura Municipal de Coronel Fabriciano, tendo como fonte de receita, Recursos não Vinculados de Impostos .",,
232/2025,INEXIGIBILIDADE,43,30-12-2025 15:00 <br> 30-,,08-01-2026,Homologado,"Contratação da empresa VICTOR GOMES ANDRADE, representante exclusiva da Banda POLIVALÊNCIA, para apresentação de show musical no dia 18 de janeiro de 2026, no 77º aniversário da cidade de Coronel Fabriciano/MG, no valor global de R$ 6.500,00 (seis mil e quinhentos reais), tendo como fonte de receita, Recursos não Vinculados de Impostos,  nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
Exercício: 2026,,,,República Federativa do Brasil,,,,Página: 9 de, 32
Processo,Modalidade,Nro. Modalidade,Abertura,,,Situação,Objeto,,
,,,,,Publicação,,,,
231/2025,INEXIGIBILIDADE,44,30-12-2025 13:00 <br> 30-,,08-01-2026,Homologado,"Contratação da empresa PAULO HENRIQUE TOLEDO, representante exclusiva do cantor PAULÃO NIGRINS, para apresentação de show musical no dia 19 de janeiro de 2026, no 77º aniversário da cidade de Coronel Fabriciano/MG, no valor global de R$ 11.000,00 (onze mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
205/2025,CONCORRÊNCIA,21,29-12-2025 13:00 <br> 29-,,27-11-2025,Homologado,"Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para execução de serviços de pavimentação e drenagem em via de acesso ao Residencial do Programa Fabri Meu Lar, localizado no Bairro Córrego Alto, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
223/2025,INEXIGIBILIDADE,41,23-12-2025 15:00 <br> 23-,,30-12-2025,Homologado,"Contratação da empresa K & K PRODUTORA LTDA, representante exclusiva da dupla KAIO E KAIQUE, para apresentação de show musical no dia 17 de janeiro de 2026, no 77º aniversário da cidade de Coronel Fabriciano/MG, no valor global de R$ 25.000,00 (vinte e cinco mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
220/2025,INEXIGIBILIDADE,38,23-12-2025 13:00 <br> 23-,,30-12-2025,Homologado,"Contratação da empresa GRÁFICA E EDITORA POSIGRAF LTDA, para fornecimento de livros didáticos integrados para alunos e professores, Aprende Brasil digital com ambiente virtual de aprendizagem, com conteúdo educacionais e acessos por meio de senhas individuais para alunos, familiares, professores e gestores, assessores pedagógicos com encontros presenciais ou a distância (síncronos e/ou assíncronos) para os docentes e equipes técnicos-pedagógicos, com cursos de implantação e de formação que abordam as metodologias de ensino para educação infantil e para o ensino fundamental e tecnologia educacional, além de atendimentos pedagógicos personalizados, avaliação externa de aprendizagem, com testes nas modalidades impressas ou on-line, nos componentes curriculares de língua portuguesa, matemática e ciências, para alunos do 4º e 8º anos (em anos pares) e 3º e 7º anos (em anos ímpares), e questionários contextuais para os mesmos alunos, professores e gestores, exclusivamente para alunos contemplados com o  Sistema de ensino Aprende Brasil, para o período de 12 (doze) meses, em atendimento à Secretaria de Governança Educacional e Cultura, para o exercício do ano de 2026, no valor global de R$ 4.863.998,12 (quatro milhões, oitocentos e sessenta e três mil, novecentos e noventa e oito reais e doze centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso I, da Lei Federal nº 14.133/21.",,
222/2025,INEXIGIBILIDADE,39,22-12-2025 16:30 <br> 22-,,30-12-2025,Homologado,"Contratação da empresa LABORATÓRIOS B BRAUN S/A, para fornecimento de filtros Diacap Ultra (Dialysis Fluid Filter), bacteriológico e pirogênico, para fabricação de fluido de diálise ultrapuro em máquinas de diálise Dialog,  para fins de atender as necessidades dos pacientes assistidos na Unidade de Terapia Intensiva – UTI do Hospital Doutor José Maria Morais, pelo período de 12 (doze) meses, em atendimento à Secretaria de Governança da Saúde, ao valor global de R$ 8.010,00 (oito mil e dez reais), tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, nos termos do art. 74, inciso I, da Lei Federal nº 14.133/21.",,
221/2025,INEXIGIBILIDADE,42,22-12-2025 15:00 <br> 22-,,30-12-2025,Homologado,"Contratação da empresa JÚLIO CORRÊA TEIXEIRA, representante exclusiva da Banda SEGUE O SÍNDICO, para apresentação de show musical no dia 18 de janeiro de 2026, no 77º aniversário da cidade de Coronel Fabriciano/MG, no valor global de R$ 8.000,00 (oito mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
219/2025,INEXIGIBILIDADE,40,22-12-2025 13:00 <br> 22-,,30-12-2025,Homologado,"Contratação da empresa MINEIRINHO PRODUÇÕES LTDA, representante exclusiva da Banda SÓ PRA CONTRARIAR, para apresentação de show musical no dia 17 de janeiro de 2026, no 77º aniversário da cidade de Coronel Fabriciano/MG, no valor global de R$ 200.000,00 (duzentos mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
209/2025,CONCORRÊNCIA,23,18-12-2025 13:30 <br> 18-,,01-12-2025,Homologado,"Contratação de empresa por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos para execução de serviços de pavimentação das Ruas Apuã, Caxambu, Jacaúna e Rênio, no Município de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança de Obras e Serviços Urbanos, tendo como fonte de receita, Transferência Especial da União e Recursos não Vinculados de Impostos.",,
195/2025,CONCORRÊNCIA,20,18-12-2025 13:00 <br> 18-,,03-11-2025,Homologado,"contratação de empresa por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos para execução de serviços de reforma da Escola Municipal Deolindo Coelho, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Transferências do Estado Referentes a Convênios e Instrumentos Congêneres Vinculados à Educação e Recursos não Vinculados de Impostos.",,
208/2025,PREGÃO ELETRÔNICO,86,16-12-2025 13:00 <br> 16-,,28-11-2025,Homologado,"Contratação de empresa, para cessão de direito de uso de software, 100% acessível via web, incluindo treinamento e suporte técnico, para realização da gestão, monitoramento e ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,Página: 10 de, 32
Processo,Modalidade,Nro. Modalidade,Abertura,,,Situação,Objeto,,
,,,,,Publicação,,,,
,,,,,,,"auditoria da apuração do Valor Adicionado Fiscal - VAF, para o período de 12 (doze) meses, em atendimento à Secretaria de Governança Financeira e Orçamentária, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
207/2025,PREGÃO ELETRÔNICO,79,15-12-2025 13:00 <br> 15-,,26-11-2025,Homologado,"Aquisição de máquinas industriais para implantação da lavanderia da Cidade da Melhor Idade de Coronel Fabriciano/MG, em atendimento às demandas do Serviço de Acolhimento Institucional para Pessoas Idosas da Secretaria de Governança de Assistência Social, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
206/2025,CONCORRÊNCIA,22,12-12-2025 13:00 <br> 12-,,28-11-2025,Homologado,"Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para execução do serviço de construção do CMEI Crescer e Ser, localizado no Bairro Giovanini, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Transferências do FUNDEB – Complementação da União – VAAT e  Transferências do FUNDEB – Complementação da União – VAAR.",,
214/2025,INEXIGIBILIDADE,35,10-12-2025 13:00 <br> 10-,,15-12-2025,Homologado,"Contratação da EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS, para prestação de serviços postais das Autuações de Trânsito e Notificações de Penalidades, em atendimento à Junta Administrativa de Recursos de Infrações – JARI, para o período de 12 (doze) meses, no valor global estimado de R$ 250.000,00 (duzentos e cinquenta mil reais), tendo como fonte de receita, Recursos Vinculados ao Trânsito,  nos termos do art. 74 inciso I, da Lei Federal nº 14.133/21.",,
212/2025,INEXIGIBILIDADE,36,10-12-2025 12:00 <br> 10-,,09-12-2025,Homologado,"Credenciamento de pessoas jurídicas especializadas para a prestação de serviços de baixa a média complexidade em cirurgia vascular, consultas de urgência, e procedimentos no município de Coronel Fabriciano, conforme as necessidades e demandas do Hospital Dr. José Maria Morais, por valor diferenciado aprovado através da Resolução do Conselho Municipal de Saúde ad referendum 003/2025 de 21 de outubro de 2025, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal e Recursos não Vinculados de Impostos.",,
192/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,76,04-12-2025 13:30 <br> 04-,,17-11-2025,Homologado,"Registro de preços, para futura e eventual aquisição de Materiais Descartáveis fracassados no Pregão Eletrônico nº 027/2025, Processo Licitatório nº 083/2025, em atendimento à Secretaria de Governança de Assistência Social, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
210/2025,DISPENSA DE LICITAÇÃO,64,04-12-2025 13:30 <br> 04-,,01-12-2025,Homologado,"Contratação de empresa, para prestação de serviços de buffet self-service, com cessão de uso de espaço adequado, para realização do baile de confraternização dos usuários do Serviço de Convivência e Fortalecimento de Vínculos – SCFV (Vivaidade) e Serviço de Acolhimento Institucional para Pessoas Idosas de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança de Assistência Social, tendo como fonte de receita, Recursos Não Vinculados de Impostos.",,
201/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,80,03-12-2025 13:30 <br> 03-,,17-11-2025,Homologado,"Registro de Preços, para futura e eventual aquisição de dietas enterais, parenterais, fórmulas infantis, suplementações alimentares e equipos, com fornecimento de bombas de infusão em regime de comodato, para assistência contínua e ininterrupta aos pacientes assistidos pelo Hospital Doutor José Maria Morais e UPA 24 Horas Doutor Walter Luiz Winter Maia, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual.",,
211/2025,INEXIGIBILIDADE,34,01-12-2025 13:00 <br> 01-,,03-12-2025,Homologado,"Contratação da dupla Bráulio e Ricardo, através da empresa BR PRODUÇÕES LTDA, representante exclusiva, para apresentação  de show musical no dia 10 de dezembro de 2025, durante a realização do baile de confraternização, voltado aos idosos vinculados ao Serviço de Convivência e Fortalecimento de Vínculos e do Serviço de Acolhimento Institucional para Pessoas Idosas, em atendimento à Secretaria de Governança de Assistência Social, no valor global de R$ 3.000,00 (três mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos,  nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
199/2025,PREGÃO ELETRÔNICO,85,01-12-2025 13:00 <br> 01-,,12-11-2025,Homologado,"Aquisição de materiais esportivos e camisas, para atender aos usuários do “Programa Mexa-se, Hábitos de Vida Saudável”, desenvolvido pelo Município como prática preventiva e de promoção da saúde, referente ao Convênio nº 960677/2024, proposta nº 1042/2024 do Ministério do Esporte, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União",,
198/2025,PREGÃO ELETRÔNICO,69,27-11-2025 13:00 <br> 27-,,11-11-2025,Homologado,"Aquisição de microtrator e implementos agrícolas, para atender às demandas do Conselho Municipal de Desenvolvimento Rural Sustentável (CMDRS) e da Secretaria de Governança Estratégica da Qualidade, Inovação Tecnológica e Sustentabilidade Econômica, Recursos não Vinculados a Impostos.",,
197/2025,PREGÃO ELETRÔNICO,83,25-11-2025 13:30 <br> 25-,,06-11-2025,Homologado,"Aquisição de materiais permanentes, para assegurar a continuidade, eficiência e qualidade dos serviços das unidades públicas sob a responsabilidade administrativa da Secretaria de Governança de Assistência Social, tendo como fonte de receita, Transferência de Recursos do Fundo Nacional de Assistência Social, Transferência de Recursos dos Fundos Estaduais ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,Página: 11 de, 32
Processo,Modalidade,Nro. Modalidade,Abertura,,,Situação,Objeto,,
,,,,,Publicação,,,,
,,,,,,,de Assistência Social e Recursos Não Vinculados de Impostos.,,
200/2025,DISPENSA DE LICITAÇÃO,63,25-11-2025 13:00 <br> 25-,,17-11-2025,Homologado,"Aquisição de caixas térmicas e gelo reutilizável, para atender a demanda do setor de imunização, em atendimento â Secretaria de Governança de Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal e Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual.",,
194/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,45,25-11-2025 13:00 <br> 25-,,05-11-2025,Homologado,"Registro de preços, para futura e eventual prestação de serviços no controle de arboviroses, com equipamentos adequados e específicos para as ações de mapeamento e tratamento com autorização de voos emitidas pela agência nacional de aviação civil (anac), por meio de veículos aéreos não tripulados (vant), chamados de drones, em conformidade com as especificações do anexo i da resolução ses/mg nº 9.035, de 26 de setembro de 2023, para atender o setor de endemias, pertencente a Gerência de Vigilância em Saúde, da Secretaria de Governança da  Saúde, tendo como fonte de recursos: Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual.",,
181/2025,PREGÃO ELETRÔNICO,77,25-11-2025 13:00 <br> 25-,,10-11-2025,Homologado,"Aquisição de dietas enterais, fórmulas infantis, suplementos alimentares, frascos e equipos, para atender a demanda dos pacientes com processos judiciais e deliberações administrativas dadas pela Comissão de Judicialização em Saúde da Secretaria de Governança da Saúde, Recursos Não Vinculados de Impostos.",,
202/2025,INEXIGIBILIDADE,33,19-11-2025 13:00 <br> 19-,,17-11-2025,Homologado,"Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos.",,
193/2025,PREGÃO ELETRÔNICO,78,18-11-2025 13:30 <br> 18-,,04-11-2025,Homologado,"Aquisição de material esportivo frustrado do Pregão 033/2025 para a realização dos jogos escolares JEFF e jogos da inclusão e integração JIICF de Coronel Fabriciano, com alunos dos anos iniciais e finais do ensino fundamental e médio da rede municipal, estadual, e particular em atendimento a Secretaria de Governança Educacional e Cultura, tendo fonte de receita, Recurso Não Vinculados de Impostos.",,
204/2025,INEXIGIBILIDADE,31,18-11-2025 13:00 <br> 18-,,25-11-2025,Homologado,"Contratação da ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E DE PRESTAÇÃO DE SERVIÇOS DE CORONEL FABRICIANO – ACICEL - CDL, para locação de imóvel, localizado na Rua José Anastácio Franco nº 78, Bairro Centro, Coronel Fabriciano/MG, para funcionamento do Instituto Mineiro de Agropecuária - IMA, em conformidade com o acordo de cooperação técnica, firmado entre o Município de Coronel Fabriciano e o Instituto Mineiro de Agropecuária - IMA, em atendimento à Secretaria de Governança Estratégica da Qualidade, Inovação Tecnológica e Sustentabilidade Econômica, para o período de 12 (doze) meses, ao valor global de R$ 35.400,00 (trinta e cinco mil e quatrocentos reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso V, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
182/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,73,18-11-2025 13:00 <br> 18-,,14-10-2025,Homologado,"Registro de preços, para futura e eventual aquisição de cestas natalinas, devidamente montadas, para serem doadas aos servidores públicos ativos da Prefeitura Municipal de Coronel Fabriciano, para o ano de 2025, conforme Lei Municipal 4.154, de 19 de dezembro de 2017 e Decreto Municipal 7.643, de 06 de agosto de 2021, tendo como fonte de receita, recursos não vinculados de impostos.",,
188/2025,PREGÃO ELETRÔNICO,81,13-11-2025 13:30 <br> 13-,,23-10-2025,Homologado,"Aquisição de jaquetas, modelo corta vento forrada, itens fracassados no Pregão Eletrônico nº 028/2025, para atender aos Vigilantes Patrimoniais e aos Auxiliares de Serviços da Educação (ASE), vinculados ao Departamento de Guarda e Vigilância Patrimonial, tendo como fonte de receita, Recurso Não Vinculados de Impostos.",,
191/2025,DISPENSA DE LICITAÇÃO,62,09-11-2025 22:59 <br> 10-,,31-10-2025,Homologado,"Aquisição de fantasia oficial lúdica do Zé Gotinha, em atendimento a RESOLUÇÃO SES/MG Nº 9.842 DE 13 DE NOVEMBRO DE 2024, com a finalidade de educar e disseminar informação para aumento das coberturas vacinais, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS, Provenientes do Governo Estadual.",,
186/2025,PREGÃO ELETRÔNICO,72,07-11-2025 13:00 <br> 07-,,24-10-2025,Homologado,"Contratação de empresa para prestação de serviços de manutenção, conservação e limpeza de piscinas e espelhos d’água, incluindo o fornecimento de mão de obra qualificada, materiais de limpeza e tratamento e acessórios e equipamentos necessários, em atendimento à Secretaria de Governança de Assistência Social, Secretaria de Governança Educacional e Cultura e Secretaria de Governança de Gestão e Transparência, tendo como fonte de receita, Recursos Não Vinculados de Impostos.",,
185/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,74,06-11-2025 13:30 <br> 06-,,21-10-2025,Homologado,"Registro de Preços para futura e eventual aquisição de Kits de Materiais Escolares com a finalidade de atender as necessidades da Rede Municipal de Ensino da Prefeitura Municipal de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Transferências do FUNDEB - Impostos e Transferências de Impostos.",,
187/2025,DISPENSA DE LICITAÇÃO,61,06-11-2025 13:00 <br> 06-,,23-10-2025,Homologado,"Aquisição de Geladeiras e Freezer, para atender à demanda da Assistência Farmacêutica e Vigilância em Saúde, em atendimento à Secretaria de Governança da Saúde, tendo como ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,Página: 12 de, 32
Processo,Modalidade,Nro. Modalidade,Abertura,,,Situação,Objeto,,
,,,,,Publicação,,,,
,,,,,,,"fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal e Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual.",,
184/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,75,03-11-2025 13:30 <br> 03-,,17-10-2025,Homologado,"Registro de Preços para futura e eventual aquisição de equipamentos de proteção individual (EPI) e coletiva (EPC), para atender as Secretarias de Governança da Prefeitura Municipal de Coronel Fabriciano/MG, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, Transferência Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Recursos não Vinculados de Impostos. ",,
183/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,70,03-11-2025 13:30 <br> 03-,,15-10-2025,Homologado,"Registro de preços, para futura e eventual aquisição de Materiais para Sinalização de Trânsito, em atendimento a Gerência de Mobilidade Urbana, Transporte e Trânsito da Secretaria de Governança de Obras e Serviços Urbanos do Município de Coronel Fabriciano/MG, tendo como fonte de receitas, Recursos não Vinculados de Impostos.",,
196/2025,DISPENSA DE LICITAÇÃO,60,07-11-2025 13:00 <br> 31-,,31-10-2025,Fracassado,"Contratação de empresa, para realização serviços de manutenção corretiva e preventiva na usina fotovoltaica do Hospital Dr. Jose Maria Morais, incluindo reinstalação das strings, limpeza de módulos e equipamentos, verificação e substituição de dispositivos de proteção, reapertos, testes elétricos, inspeção térmica e reconfiguração do sistema de monitoramento, com a aquisição e instalação de inversor fotovoltaico equivalente ao modelo Canadian CSI-50KTL-GI, atualmente danificado, em atendimento à Secretaria Municipal de Saúde, tendo como fonte de receita, Transferência Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual.",,
161/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,64,30-10-2025 13:00 <br> 30-,,10-10-2025,Homologado,"Registro de Preços para futura e eventual aquisição de Fralda Descartável Infantil, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita: Transferências do FUNDEB – Complementação da União – VAAR.",,
166/2025,CONCORRÊNCIA,19,29-10-2025 13:00 <br> 29-,,30-09-2025,Homologado,"Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviço de execução de construção de contenção e passeios (Parte 1) na Avenida Atlântica, Bairro Morada do Vale, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União e Recursos não Vinculados de Impostos. ",,
159/2025,PREGÃO ELETRÔNICO,60,29-10-2025 13:00 <br> 29-,,15-09-2025,Homologado,"Contratação de empresa, para Locação de Conjunto Completo de Craniótomo, com fornecimento de todos os acessórios necessários ao seu pleno funcionamento (motor, trépano maestro, console, core, adaptadores, cabos, pedal, etc.) e suporte técnico, durante todo o período contratual, para assistência contínua e ininterrupta aos pacientes assistidos pelo Hospital Doutor José Maria Morais, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual.",,
189/2025,INEXIGIBILIDADE,30,21-10-2025 13:00 <br> 21-,,24-10-2025,Homologado,"Contratação da IMOBILIARIA DAMASCENO E COTA LTDA, para  locação de imóvel localizado na Avenida Pedro Nolasco nº 506 e Rua Rubens Siqueira Maia nº 505, Bairro Centro, Coronel Fabriciano/MG, para funcionamento do Cartório Eleitoral, em atendimento à Secretaria de Governança de Gestão e Transparência, ao valor global de R$ 26.400,00 (vinte e seis mil e quatrocentos reais), para o período de 12 (doze) meses, tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso V, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
173/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,68,20-10-2025 13:00 <br> 20-,,06-10-2025,Homologado,"Registro de Preços, para futura e eventual aquisição de aparelhos de ar condicionado e cortinas de ar, para atender as diversas Secretarias de Governança da Prefeitura Municipal de Coronel Fabriciano/MG, tendo como fonte de receita, Transferência Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, Transferência Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual, Transferências do FUNDEB – Impostos e Transferências de Impostos e Recursos não Vinculados de Impostos.",,
172/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,59,17-10-2025 13:00 <br> 17-,,06-10-2025,Homologado,"Registro de Preços, para futura e eventual aquisição de mobiliários e equipamentos, para atender a Escola Municipal Reverendo Mário dos Santos, Escola Municipal Rodrigo Barros Freitas e as necessidades das unidades escolares da Rede Municipal de Ensino da Secretaria de Governança Educacional e Cultura, tendo como fonte de receita: Transferências do FUNDEB – Impostos e Transferências de Impostos.",,
168/2025,CONCORRÊNCIA,18,16-10-2025 13:00 <br> 16-,,01-10-2025,Homologado,"Contratação de empresa para prestação de serviços técnico especializados em engenharia e arquitetura para elaboração de estudo de concepção e elaboração de projetos de engenharia para execução de obra de macrodrenagem da bacia do Ribeirão Caladão para a prevenção e combate a enchentes, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União.",,
170/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,67,15-10-2025 13:00 <br> 15-,,01-10-2025,Homologado,"Aquisição de materiais elétricos e hidráulicos, para atender as demandas da Secretaria de Governança de Obras e Serviços Urbanos do Município de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos não Vinculados de Impostos.",,
169/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,66,13-10-2025 13:00 <br> 13-,,26-09-2025,Homologado,"Registro de preços para futura e eventual aquisição de materiais de carpintaria e ferragens para atender as demandas da Secretaria de Governança de Obras e Serviços Urbanos do Município de Coronel Fabriciano, tendo como fonte de receitas, Recursos não Vinculados de ",,
Exercício: 2026,,,,República Federativa do Brasil,,,,Página: 13 de, 32
Processo,Modalidade,Nro. Modalidade,Abertura,,,Situação,Objeto,,
,,,,,Publicação,,,,
,,,,,,,Impostos.,,
160/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,65,09-10-2025 13:30 <br> 09-,,26-09-2025,Homologado,"Registro de Preços para futura e eventual aquisição de Materiais de Expediente, para manutenção de todas as Secretarias de Governança do Município de Coronel Fabriciano/MG, tendo como fonte de receita: Transferências Fundo a Fundo de Recursos dos SUS provenientes do Governo Federal e Estadual e Recursos não Vinculados de Impostos.",,
180/2025,INEXIGIBILIDADE,32,09-10-2025 13:00 <br> 09-,,15-10-2025,Homologado,"Contratação da empresa SOFTPLAN PLANEJAMENTO E SISTEMAS S/A, para disponibilização de licença de uso mensal da solução integrada de gestão de processos judiciais eletrônicos para Procuradorias, SAJ PROCURADORIAS, para a informatização da Procuradoria Geral do Município de Coronel Fabriciano/MG, contemplando os âmbitos da execução fiscal, contencioso judicial consultivo e do apoio à gestão (SAJ Insights Lite), integrados ao sistema de dívida ativa do Município, Sistema de Recorte de Publicações e Tribunal de Justiça do Estado de Minas Gerais – PJE de Primeiro Grau (MNI), em atendimento à Secretaria de Governança Jurídica, para o período de 12 (doze) meses, no valor global de R$ 259.690,96 (duzentos e cinquenta e nove mil, seiscentos e noventa reais e noventa e seis centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos,  nos termos do art. 74 inciso I, da Lei Federal nº 14.133/21, com suas alterações posteriores.",,
